language,construct_id,construct,required,implementation_class,implementation_role_vector,uast_structures,uasf_seed,semantic_axes,uast_relations,uast_fields,uast_layers,true_parser_kernel_class,parse_state_count,lex_state_count,external_lex_state_count,parser_kernel_resolved,CURRENT_FRONTEND_CAPABILITY,MISSING
cpp,C018,IfConditional,1,IMPL_a2c0df54f6bd,00000000000001000000000000000000,IfStmt,UASF_0182,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;effect.has;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,TPK_1338d0660ee91618,215,4,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C018,IfConditional,1,IMPL_a2c0df54f6bd,00000000000001000000000000000000,IfStmt,UASF_0182,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;effect.has;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,TPK_1338d0660ee91618,108,3,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
python,C018,IfConditional,1,IMPL_a2c0df54f6bd,00000000000001000000000000000000,IfStmt,UASF_0182,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;effect.has;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,TPK_568b4099ae286635,86,2,6,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C018,IfConditional,1,IMPL_a2c0df54f6bd,00000000000001000000000000000000,IfStmt,UASF_0182,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;effect.has;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,TPK_db42ae9d962ab0a7,659,3,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C018,IfConditional,1,IMPL_a2c0df54f6bd,00000000000001000000000000000000,IfStmt,UASF_0182,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;effect.has;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,TPK_de67af9f9f916161,2171,6,3,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
nim,C018,IfConditional,?,IMPL_a2c0df54f6bd,00000000000001000000000000000000,IfStmt,UASF_0182,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;effect.has;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
csharp,C018,IfConditional,1,IMPL_a2c0df54f6bd,00000000000001000000000000000000,IfStmt,UASF_0182,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;effect.has;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,TPK_21e5cbf59878d27c,107,1,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
java,C018,IfConditional,1,IMPL_a2c0df54f6bd,00000000000001000000000000000000,IfStmt,UASF_0182,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;effect.has;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
kotlin,C018,IfConditional,1,IMPL_a2c0df54f6bd,00000000000001000000000000000000,IfStmt,UASF_0182,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;effect.has;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
swift,C018,IfConditional,1,IMPL_a2c0df54f6bd,00000000000001000000000000000000,IfStmt,UASF_0182,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;effect.has;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
r,C019,SwitchMatchWhen,1,IMPL_56493f2e14c6,00000000000001000000000000000000,SwitchMatchStmt,UASF_0178,control.flow;effects.control;evaluation.order,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before;name.resolves,attributes;binding_refs;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span;symbol,control.flow;effect;evaluation,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
go,C019,SwitchMatchWhen,1,IMPL_56493f2e14c6,00000000000001000000000000000000,SwitchMatchStmt,UASF_0178,control.flow;effects.control;evaluation.order,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before;name.resolves,attributes;binding_refs;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span;symbol,control.flow;effect;evaluation,TPK_3cef124ce470519f,21,1,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
rust,C019,SwitchMatchWhen,1,IMPL_56493f2e14c6,00000000000001000000000000000000,SwitchMatchStmt,UASF_0178,control.flow;effects.control;evaluation.order,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before;name.resolves,attributes;binding_refs;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span;symbol,control.flow;effect;evaluation,TPK_d2bb0f6a2484f82f,283,8,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
cpp,C019,SwitchMatchWhen,1,IMPL_56493f2e14c6,00000000000001000000000000000000,SwitchMatchStmt,UASF_0178,control.flow;effects.control;evaluation.order,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before;name.resolves,attributes;binding_refs;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span;symbol,control.flow;effect;evaluation,TPK_ac4fc470bdde6b44,215,4,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C019,SwitchMatchWhen,1,IMPL_56493f2e14c6,00000000000001000000000000000000,SwitchMatchStmt,UASF_0178,control.flow;effects.control;evaluation.order,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before;name.resolves,attributes;binding_refs;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span;symbol,control.flow;effect;evaluation,TPK_ac4fc470bdde6b44,108,3,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
python,C019,SwitchMatchWhen,1,IMPL_56493f2e14c6,00000000000001000000000000000000,SwitchMatchStmt,UASF_0178,control.flow;effects.control;evaluation.order,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before;name.resolves,attributes;binding_refs;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span;symbol,control.flow;effect;evaluation,TPK_caca8e6fdd2e8fcd,81,1,3,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C019,SwitchMatchWhen,1,IMPL_56493f2e14c6,00000000000001000000000000000000,SwitchMatchStmt,UASF_0178,control.flow;effects.control;evaluation.order,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before;name.resolves,attributes;binding_refs;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span;symbol,control.flow;effect;evaluation,TPK_55c549e3d1cc73d5,659,3,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C019,SwitchMatchWhen,?,IMPL_56493f2e14c6,00000000000001000000000000000000,SwitchMatchStmt,UASF_0178,control.flow;effects.control;evaluation.order,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before;name.resolves,attributes;binding_refs;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span;symbol,control.flow;effect;evaluation,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
nim,C019,SwitchMatchWhen,?,IMPL_56493f2e14c6,00000000000001000000000000000000,SwitchMatchStmt,UASF_0178,control.flow;effects.control;evaluation.order,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before;name.resolves,attributes;binding_refs;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span;symbol,control.flow;effect;evaluation,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
csharp,C019,SwitchMatchWhen,1,IMPL_56493f2e14c6,00000000000001000000000000000000,SwitchMatchStmt,UASF_0178,control.flow;effects.control;evaluation.order,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before;name.resolves,attributes;binding_refs;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span;symbol,control.flow;effect;evaluation,TPK_1725ca3acd3eae97,1992,3,2,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
java,C019,SwitchMatchWhen,1,IMPL_56493f2e14c6,00000000000001000000000000000000,SwitchMatchStmt,UASF_0178,control.flow;effects.control;evaluation.order,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before;name.resolves,attributes;binding_refs;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span;symbol,control.flow;effect;evaluation,TPK_4d0831607f404c7e,6,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
kotlin,C019,SwitchMatchWhen,1,IMPL_56493f2e14c6,00000000000001000000000000000000,SwitchMatchStmt,UASF_0178,control.flow;effects.control;evaluation.order,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before;name.resolves,attributes;binding_refs;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span;symbol,control.flow;effect;evaluation,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
swift,C019,SwitchMatchWhen,1,IMPL_56493f2e14c6,00000000000001000000000000000000,SwitchMatchStmt,UASF_0178,control.flow;effects.control;evaluation.order,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before;name.resolves,attributes;binding_refs;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span;symbol,control.flow;effect;evaluation,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
r,C020,PatternDestructuring,1,IMPL_a0c603fee064,00010000000000000100000000000000,BindingPattern,UASF_0219,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
go,C020,PatternDestructuring,1,IMPL_a0c603fee064,00010000000000000100000000000000,BindingPattern,UASF_0219,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
rust,C020,PatternDestructuring,1,IMPL_a0c603fee064,00010000000000000100000000000000,BindingPattern,UASF_0219,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,TPK_726009636ae3ca79,174,7,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
cpp,C020,PatternDestructuring,1,IMPL_a0c603fee064,00010000000000000100000000000000,BindingPattern,UASF_0219,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,TPK_78d4478fc3855b1e,354,9,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C020,PatternDestructuring,?,IMPL_a0c603fee064,00010000000000000100000000000000,BindingPattern,UASF_0219,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
python,C020,PatternDestructuring,1,IMPL_a0c603fee064,00010000000000000100000000000000,BindingPattern,UASF_0219,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,TPK_bec1d0ea27c1b49c,811,7,9,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C020,PatternDestructuring,?,IMPL_a0c603fee064,00010000000000000100000000000000,BindingPattern,UASF_0219,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C020,PatternDestructuring,?,IMPL_a0c603fee064,00010000000000000100000000000000,BindingPattern,UASF_0219,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
