language,repository,rule,field,path,payload_json
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[5].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[5].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""||""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[5].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[6].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[6].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""&&""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[6].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[7].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[7].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""|""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[7].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[8].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[8].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""^""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[8].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[9].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[9].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""&""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[9].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[10].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[10].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""==""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[10].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[11].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[11].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""!=""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[11].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[12].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[12].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":"">""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[12].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[13].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[13].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":"">=""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[13].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[14].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[14].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""<=""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[14].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[15].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[15].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""<""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[15].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[16].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[16].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""<<""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[16].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,left,$.members[17].content.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,operator,$.members[17].content.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":"">>""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,right,$.members[17].content.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,function_definition,declarator,$.members[3],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""SYMBOL"",""name"":""_declarator""}}"
cpp,tree-sitter/tree-sitter-cpp,function_definition,body,$.members[4],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""compound_statement""},{""type"":""SYMBOL"",""name"":""try_statement""}]}}"
cpp,tree-sitter/tree-sitter-cpp,_old_style_function_definition,declarator,$.members[2],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_old_style_function_declarator""},""named"":true,""value"":""function_declarator""}}"
cpp,tree-sitter/tree-sitter-cpp,_old_style_function_definition,body,$.members[4],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""compound_statement""}}"
cpp,tree-sitter/tree-sitter-cpp,declaration,declarator,$.members[1].members[0],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""ms_call_modifier""},{""type"":""BLANK""}]},{""type"":""SYMBOL"",""name"":""_declarator""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""gnu_asm_expression""},{""type"":""BLANK""}]}]},{""type"":""SYMBOL"",""name"":""init_declarator""}]}}"
cpp,tree-sitter/tree-sitter-cpp,declaration,declarator,$.members[1].members[1].content.members[1],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""ms_call_modifier""},{""type"":""BLANK""}]},{""type"":""SYMBOL"",""name"":""_declarator""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""gnu_asm_expression""},{""type"":""BLANK""}]}]},{""type"":""SYMBOL"",""name"":""init_declarator""}]}}"
cpp,tree-sitter/tree-sitter-cpp,_type_definition_type,type,$.members[1],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type_specifier""}}"
cpp,tree-sitter/tree-sitter-cpp,_type_definition_declarators,declarator,$.members[0],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""SYMBOL"",""name"":""_type_declarator""}}"
cpp,tree-sitter/tree-sitter-cpp,_type_definition_declarators,declarator,$.members[1].content.members[1],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""SYMBOL"",""name"":""_type_declarator""}}"
cpp,tree-sitter/tree-sitter-cpp,_declaration_specifiers,type,$.content.members[1],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""type_specifier""}}"
cpp,tree-sitter/tree-sitter-cpp,linkage_specification,value,$.members[1],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""string_literal""}}"
cpp,tree-sitter/tree-sitter-cpp,linkage_specification,body,$.members[2],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""function_definition""},{""type"":""SYMBOL"",""name"":""declaration""},{""type"":""SYMBOL"",""name"":""declaration_list""}]}}"
cpp,tree-sitter/tree-sitter-cpp,attribute,namespace,$.members[0].members[0].members[1],"{""type"":""FIELD"",""name"":""namespace"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
cpp,tree-sitter/tree-sitter-cpp,attribute,prefix,$.members[1].members[0].members[0],"{""type"":""FIELD"",""name"":""prefix"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
cpp,tree-sitter/tree-sitter-cpp,attribute,name,$.members[2],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
cpp,tree-sitter/tree-sitter-cpp,pointer_declarator,declarator,$.content.content.members[4],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""SYMBOL"",""name"":""_declarator""}}"
cpp,tree-sitter/tree-sitter-cpp,pointer_field_declarator,declarator,$.content.content.members[4],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""SYMBOL"",""name"":""_field_declarator""}}"
cpp,tree-sitter/tree-sitter-cpp,pointer_type_declarator,declarator,$.content.content.members[4],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""SYMBOL"",""name"":""_type_declarator""}}"
cpp,tree-sitter/tree-sitter-cpp,abstract_pointer_declarator,declarator,$.content.content.members[3],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_abstract_declarator""},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,function_declarator,declarator,$.content.members[0],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""SYMBOL"",""name"":""_declarator""}}"
cpp,tree-sitter/tree-sitter-cpp,_function_declaration_declarator,declarator,$.content.members[0],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""SYMBOL"",""name"":""_declarator""}}"
cpp,tree-sitter/tree-sitter-cpp,_function_declaration_declarator,parameters,$.content.members[1],"{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""parameter_list""}}"
cpp,tree-sitter/tree-sitter-cpp,function_field_declarator,declarator,$.content.members[0],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""SYMBOL"",""name"":""_field_declarator""}}"
cpp,tree-sitter/tree-sitter-cpp,function_type_declarator,declarator,$.content.members[0],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""SYMBOL"",""name"":""_type_declarator""}}"
cpp,tree-sitter/tree-sitter-cpp,function_type_declarator,parameters,$.content.members[1],"{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""parameter_list""}}"
cpp,tree-sitter/tree-sitter-cpp,abstract_function_declarator,declarator,$.members[0],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_abstract_declarator""},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,_old_style_function_declarator,declarator,$.members[0],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""SYMBOL"",""name"":""_declarator""}}"
cpp,tree-sitter/tree-sitter-cpp,_old_style_function_declarator,parameters,$.members[1],"{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_old_style_parameter_list""},""named"":true,""value"":""parameter_list""}}"
cpp,tree-sitter/tree-sitter-cpp,array_declarator,declarator,$.content.members[0],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""SYMBOL"",""name"":""_declarator""}}"
cpp,tree-sitter/tree-sitter-cpp,array_declarator,size,$.content.members[3],"{""type"":""FIELD"",""name"":""size"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""expression""},{""type"":""STRING"",""value"":""*""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,array_field_declarator,declarator,$.content.members[0],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""SYMBOL"",""name"":""_field_declarator""}}"
cpp,tree-sitter/tree-sitter-cpp,array_field_declarator,size,$.content.members[3],"{""type"":""FIELD"",""name"":""size"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""expression""},{""type"":""STRING"",""value"":""*""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,array_type_declarator,declarator,$.content.members[0],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""SYMBOL"",""name"":""_type_declarator""}}"
cpp,tree-sitter/tree-sitter-cpp,array_type_declarator,size,$.content.members[3],"{""type"":""FIELD"",""name"":""size"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""expression""},{""type"":""STRING"",""value"":""*""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,abstract_array_declarator,declarator,$.content.members[0],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_abstract_declarator""},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,abstract_array_declarator,size,$.content.members[3],"{""type"":""FIELD"",""name"":""size"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""expression""},{""type"":""STRING"",""value"":""*""}]},{""type"":""BLANK""}]}}"
cpp,tree-sitter/tree-sitter-cpp,init_declarator,declarator,$.members[0].members[0],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""SYMBOL"",""name"":""_declarator""}}"
cpp,tree-sitter/tree-sitter-cpp,init_declarator,value,$.members[0].members[2],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""initializer_list""},{""type"":""SYMBOL"",""name"":""expression""}]}}"
cpp,tree-sitter/tree-sitter-cpp,init_declarator,declarator,$.members[1].members[0],"{""type"":""FIELD"",""name"":""declarator"",""content"":{""type"":""SYMBOL"",""name"":""_declarator""}}"
cpp,tree-sitter/tree-sitter-cpp,init_declarator,value,$.members[1].members[1],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""argument_list""},{""type"":""SYMBOL"",""name"":""initializer_list""}]}}"
cpp,tree-sitter/tree-sitter-cpp,sized_type_specifier,type,$.members[0].members[1],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""PREC_DYNAMIC"",""value"":-1,""content"":{""type"":""SYMBOL"",""name"":""_type_identifier""}},{""type"":""SYMBOL"",""name"":""primitive_type""}]},{""type"":""BLANK""}]}}"
