ast_node,kind,file,line,mapped_gap_features,mapped_gap_score
NewE,enum_variant,lib/Sema/SemaOverload.cpp,1169,cpp_overload_resolution;cpp_operator_overload,2.468066
OldI,enum_variant,lib/Sema/SemaOverload.cpp,1170,cpp_overload_resolution;cpp_operator_overload,2.468066
AllowObjCWritebackConversion,enum_variant,lib/Sema/SemaOverload.cpp,1380,cpp_overload_resolution;cpp_operator_overload,2.468066
AllowObjCWritebackConversion,enum_variant,lib/Sema/SemaOverload.cpp,1394,cpp_overload_resolution;cpp_operator_overload,2.468066
AllowExplicit,enum_variant,lib/Sema/SemaOverload.cpp,1426,cpp_overload_resolution;cpp_operator_overload,2.468066
AllowObjCWritebackConversion,enum_variant,lib/Sema/SemaOverload.cpp,1429,cpp_overload_resolution;cpp_operator_overload,2.468066
CandidateSet,enum_variant,lib/Sema/SemaOverload.cpp,3405,cpp_overload_resolution;cpp_operator_overload,2.468066
Result,enum_variant,lib/Sema/SemaOverload.cpp,3653,cpp_overload_resolution;cpp_operator_overload,2.468066
DeclLoc,enum_variant,lib/Sema/SemaOverload.cpp,4382,cpp_overload_resolution;cpp_operator_overload,2.468066
SuppressUserConversions,enum_variant,lib/Sema/SemaOverload.cpp,4772,cpp_overload_resolution;cpp_operator_overload,2.468066
AllowObjCWritebackConversion,enum_variant,lib/Sema/SemaOverload.cpp,4857,cpp_overload_resolution;cpp_operator_overload,2.468066
SuppressUserConversions,enum_variant,lib/Sema/SemaOverload.cpp,4928,cpp_overload_resolution;cpp_operator_overload,2.468066
SuppressUserConversions,enum_variant,lib/Sema/SemaOverload.cpp,4970,cpp_overload_resolution;cpp_operator_overload,2.468066
SuppressUserConversions,enum_variant,lib/Sema/SemaOverload.cpp,5012,cpp_overload_resolution;cpp_operator_overload,2.468066
AllowObjCWritebackConversion,enum_variant,lib/Sema/SemaOverload.cpp,5016,cpp_overload_resolution;cpp_operator_overload,2.468066
SuppressUserConversions,enum_variant,lib/Sema/SemaOverload.cpp,6090,cpp_overload_resolution;cpp_operator_overload,2.468066
SuppressUserConversions,enum_variant,lib/Sema/SemaOverload.cpp,6586,cpp_overload_resolution;cpp_operator_overload,2.468066
SuppressUserConversions,enum_variant,lib/Sema/SemaOverload.cpp,6792,cpp_overload_resolution;cpp_operator_overload,2.468066
ArgIdx,enum_variant,lib/Sema/SemaOverload.cpp,7281,cpp_overload_resolution;cpp_operator_overload,2.468066
Ptr,enum_variant,lib/Sema/SemaOverload.cpp,7842,cpp_overload_resolution;cpp_operator_overload,2.468066
Ptr,enum_variant,lib/Sema/SemaOverload.cpp,7869,cpp_overload_resolution;cpp_operator_overload,2.468066
Vec,enum_variant,lib/Sema/SemaOverload.cpp,7903,cpp_overload_resolution;cpp_operator_overload,2.468066
Ptr,enum_variant,lib/Sema/SemaOverload.cpp,7918,cpp_overload_resolution;cpp_operator_overload,2.468066
Vec,enum_variant,lib/Sema/SemaOverload.cpp,7943,cpp_overload_resolution;cpp_operator_overload,2.468066
MemPtr,enum_variant,lib/Sema/SemaOverload.cpp,7963,cpp_overload_resolution;cpp_operator_overload,2.468066
Ptr,enum_variant,lib/Sema/SemaOverload.cpp,8048,cpp_overload_resolution;cpp_operator_overload,2.468066
Enum,enum_variant,lib/Sema/SemaOverload.cpp,8059,cpp_overload_resolution;cpp_operator_overload,2.468066
Ptr,enum_variant,lib/Sema/SemaOverload.cpp,8103,cpp_overload_resolution;cpp_operator_overload,2.468066
Vec1,enum_variant,lib/Sema/SemaOverload.cpp,8174,cpp_overload_resolution;cpp_operator_overload,2.468066
Vec2,enum_variant,lib/Sema/SemaOverload.cpp,8178,cpp_overload_resolution;cpp_operator_overload,2.468066
Enum,enum_variant,lib/Sema/SemaOverload.cpp,8264,cpp_overload_resolution;cpp_operator_overload,2.468066
MemPtr,enum_variant,lib/Sema/SemaOverload.cpp,8274,cpp_overload_resolution;cpp_operator_overload,2.468066
Ptr,enum_variant,lib/Sema/SemaOverload.cpp,8306,cpp_overload_resolution;cpp_operator_overload,2.468066
Ptr,enum_variant,lib/Sema/SemaOverload.cpp,8356,cpp_overload_resolution;cpp_operator_overload,2.468066
Vec1,enum_variant,lib/Sema/SemaOverload.cpp,8446,cpp_overload_resolution;cpp_operator_overload,2.468066
Vec2,enum_variant,lib/Sema/SemaOverload.cpp,8450,cpp_overload_resolution;cpp_operator_overload,2.468066
Ptr,enum_variant,lib/Sema/SemaOverload.cpp,8540,cpp_overload_resolution;cpp_operator_overload,2.468066
Ptr,enum_variant,lib/Sema/SemaOverload.cpp,8553,cpp_overload_resolution;cpp_operator_overload,2.468066
Ptr,enum_variant,lib/Sema/SemaOverload.cpp,8577,cpp_overload_resolution;cpp_operator_overload,2.468066
MemPtr,enum_variant,lib/Sema/SemaOverload.cpp,8594,cpp_overload_resolution;cpp_operator_overload,2.468066
Ptr,enum_variant,lib/Sema/SemaOverload.cpp,8633,cpp_overload_resolution;cpp_operator_overload,2.468066
MemPtr,enum_variant,lib/Sema/SemaOverload.cpp,8644,cpp_overload_resolution;cpp_operator_overload,2.468066
Enum,enum_variant,lib/Sema/SemaOverload.cpp,8656,cpp_overload_resolution;cpp_operator_overload,2.468066
OpLoc,enum_variant,lib/Sema/SemaOverload.cpp,8699,cpp_overload_resolution;cpp_operator_overload,2.468066
Op,enum_variant,lib/Sema/SemaOverload.cpp,8703,cpp_overload_resolution;cpp_operator_overload,2.468066
class,declaration,lib/Sema/SemaOverload.cpp,8922,cpp_overload_resolution;cpp_operator_overload,2.468066
Loc,enum_variant,lib/Sema/SemaOverload.cpp,9150,cpp_overload_resolution;cpp_operator_overload,2.468066
OverloadCandidateKind,declaration,lib/Sema/SemaOverload.cpp,9369,cpp_overload_resolution;cpp_operator_overload,2.468066
OverloadCandidateSelect,declaration,lib/Sema/SemaOverload.cpp,9381,cpp_overload_resolution;cpp_operator_overload,2.468066
CompareOverloadCandidatesForDisplay,declaration,lib/Sema/SemaOverload.cpp,10457,cpp_overload_resolution;cpp_operator_overload,2.468066
SuppressUserConversions,enum_variant,lib/Sema/SemaOverload.cpp,10652,cpp_overload_resolution;cpp_operator_overload,2.468066
AddressOfFunctionResolver,declaration,lib/Sema/SemaOverload.cpp,10881,cpp_overload_resolution;cpp_operator_overload,2.468066
Context,enum_variant,lib/Sema/SemaOverload.cpp,12210,cpp_overload_resolution;cpp_operator_overload,2.468066
Context,enum_variant,lib/Sema/SemaOverload.cpp,12662,cpp_overload_resolution;cpp_operator_overload,2.468066
Base,enum_variant,lib/Sema/SemaOverload.cpp,12676,cpp_overload_resolution;cpp_operator_overload,2.468066
Context,enum_variant,lib/Sema/SemaOverload.cpp,13281,cpp_overload_resolution;cpp_operator_overload,2.468066
OverloadResult,enum_variant,lib/Sema/SemaOverload.cpp,13573,cpp_overload_resolution;cpp_operator_overload,2.468066
Fn,enum_variant,lib/Sema/SemaOverload.cpp,13707,cpp_overload_resolution;cpp_operator_overload,2.468066
VK_LValue,enum_variant,lib/Sema/SemaOverload.cpp,13711,cpp_overload_resolution;cpp_operator_overload,2.468066
Fn,enum_variant,lib/Sema/SemaOverload.cpp,13736,cpp_overload_resolution;cpp_operator_overload,2.468066
VK_LValue,enum_variant,lib/Sema/SemaOverload.cpp,13740,cpp_overload_resolution;cpp_operator_overload,2.468066
Base,enum_variant,lib/Sema/SemaOverload.cpp,13751,cpp_overload_resolution;cpp_operator_overload,2.468066
BuiltinTemplateDecl,declaration,include/clang/AST/ASTContext.h,90,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateDecl,declaration,include/clang/AST/ASTContext.h,119,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateTemplateParmDecl,declaration,include/clang/AST/ASTContext.h,121,cpp_template_deduction;cpp_temp_materialization,2.439090
VarTemplateDecl,declaration,include/clang/AST/ASTContext.h,125,cpp_template_deduction;cpp_temp_materialization,2.439090
BuiltinTemplateKind,declaration,include/clang/AST/ASTContext.h,134,cpp_template_deduction;cpp_temp_materialization,2.439090
CanonicalTemplateTemplateParm,declaration,include/clang/AST/ASTContext.h,281,cpp_template_deduction;cpp_temp_materialization,2.439090
ClassTemplateDecl,declaration,include/clang/AST/ASTMutationListener.h,18,cpp_template_deduction;cpp_temp_materialization,2.439090
FunctionTemplateDecl,declaration,include/clang/AST/ASTMutationListener.h,28,cpp_template_deduction;cpp_temp_materialization,2.439090
VarTemplateDecl,declaration,include/clang/AST/ASTMutationListener.h,41,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateDeclKind,declaration,include/clang/AST/Comment.h,1051,cpp_template_deduction;cpp_temp_materialization,2.439090
NotTemplate,enum_variant,include/clang/AST/Comment.h,1052,cpp_template_deduction;cpp_temp_materialization,2.439090
Template,enum_variant,include/clang/AST/Comment.h,1053,cpp_template_deduction;cpp_temp_materialization,2.439090
ASTTemplateArgumentListInfo,declaration,include/clang/AST/Decl.h,54,cpp_template_deduction;cpp_temp_materialization,2.439090
FunctionTemplateDecl,declaration,include/clang/AST/Decl.h,60,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateArgumentList,declaration,include/clang/AST/Decl.h,71,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateArgumentListInfo,declaration,include/clang/AST/Decl.h,72,cpp_template_deduction;cpp_temp_materialization,2.439090
VarTemplateDecl,declaration,include/clang/AST/Decl.h,77,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplatedKind,declaration,include/clang/AST/Decl.h,1724,cpp_template_deduction;cpp_temp_materialization,2.439090
TK_NonTemplate,enum_variant,include/clang/AST/Decl.h,1725,cpp_template_deduction;cpp_temp_materialization,2.439090
TK_FunctionTemplate,enum_variant,include/clang/AST/Decl.h,1726,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateDecl,declaration,include/clang/AST/DeclBase.h,66,cpp_template_deduction;cpp_temp_materialization,2.439090
ClassTemplateDecl,declaration,include/clang/AST/DeclCXX.h,58,cpp_template_deduction;cpp_temp_materialization,2.439090
FunctionTemplateDecl,declaration,include/clang/AST/DeclCXX.h,69,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateDecl,declaration,include/clang/AST/DeclCXX.h,72,cpp_template_deduction;cpp_temp_materialization,2.439090
BuiltinTemplateKind,declaration,include/clang/AST/DeclTemplate.h,45,cpp_template_deduction;cpp_temp_materialization,2.439090
ClassTemplateDecl,declaration,include/clang/AST/DeclTemplate.h,46,cpp_template_deduction;cpp_temp_materialization,2.439090
Expr,declaration,include/clang/AST/DeclTemplate.h,48,cpp_template_deduction;cpp_temp_materialization,2.439090
FunctionTemplateDecl,declaration,include/clang/AST/DeclTemplate.h,49,cpp_template_deduction;cpp_temp_materialization,2.439090
IdentifierInfo,declaration,include/clang/AST/DeclTemplate.h,50,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateDecl,declaration,include/clang/AST/DeclTemplate.h,52,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateTemplateParmDecl,declaration,include/clang/AST/DeclTemplate.h,53,cpp_template_deduction;cpp_temp_materialization,2.439090
VarTemplateDecl,declaration,include/clang/AST/DeclTemplate.h,56,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateArgumentList,declaration,include/clang/AST/DeclTemplate.h,210,cpp_template_deduction;cpp_temp_materialization,2.439090
DefaultArgStorage,declaration,include/clang/AST/DeclTemplate.h,287,cpp_template_deduction;cpp_temp_materialization,2.439090
Chain,declaration,include/clang/AST/DeclTemplate.h,291,cpp_template_deduction;cpp_temp_materialization,2.439090
ConstrainedTemplateDeclInfo,declaration,include/clang/AST/DeclTemplate.h,370,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateDecl,declaration,include/clang/AST/DeclTemplate.h,399,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateArgumentLoc,enum_variant,include/clang/AST/DeclTemplate.h,674,cpp_template_deduction;cpp_temp_materialization,2.439090
RedeclarableTemplateDecl,declaration,include/clang/AST/DeclTemplate.h,737,cpp_template_deduction;cpp_temp_materialization,2.439090
SpecIterator,declaration,include/clang/AST/DeclTemplate.h,769,cpp_template_deduction;cpp_temp_materialization,2.439090
CommonBase,declaration,include/clang/AST/DeclTemplate.h,804,cpp_template_deduction;cpp_temp_materialization,2.439090
FunctionTemplateDecl,declaration,include/clang/AST/DeclTemplate.h,968,cpp_template_deduction;cpp_temp_materialization,2.439090
Common,declaration,include/clang/AST/DeclTemplate.h,974,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateParmPosition,declaration,include/clang/AST/DeclTemplate.h,1124,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateTemplateParmDecl,declaration,include/clang/AST/DeclTemplate.h,1442,cpp_template_deduction;cpp_temp_materialization,2.439090
BuiltinTemplateDecl,declaration,include/clang/AST/DeclTemplate.h,1605,cpp_template_deduction;cpp_temp_materialization,2.439090
ClassTemplateDecl,declaration,include/clang/AST/DeclTemplate.h,2045,cpp_template_deduction;cpp_temp_materialization,2.439090
Common,declaration,include/clang/AST/DeclTemplate.h,2049,cpp_template_deduction;cpp_temp_materialization,2.439090
VarTemplateDecl,declaration,include/clang/AST/DeclTemplate.h,2858,cpp_template_deduction;cpp_temp_materialization,2.439090
Common,declaration,include/clang/AST/DeclTemplate.h,2862,cpp_template_deduction;cpp_temp_materialization,2.439090
ASTTemplateKWAndArgsInfo,enum_variant,include/clang/AST/Expr.h,2470,cpp_template_deduction;cpp_temp_materialization,2.439090
LOK_Template,enum_variant,include/clang/AST/ExprCXX.h,500,cpp_template_deduction;cpp_temp_materialization,2.439090
ASTTemplateKWAndArgsInfo,enum_variant,include/clang/AST/ExprCXX.h,2890,cpp_template_deduction;cpp_temp_materialization,2.439090
ASTTemplateKWAndArgsInfo,enum_variant,include/clang/AST/ExprCXX.h,3246,cpp_template_deduction;cpp_temp_materialization,2.439090
ASTContext,declaration,include/clang/AST/TemplateBase.h,43,cpp_template_deduction;cpp_temp_materialization,2.439090
DiagnosticBuilder,declaration,include/clang/AST/TemplateBase.h,44,cpp_template_deduction;cpp_temp_materialization,2.439090
Expr,declaration,include/clang/AST/TemplateBase.h,45,cpp_template_deduction;cpp_temp_materialization,2.439090
PrintingPolicy,declaration,include/clang/AST/TemplateBase.h,46,cpp_template_deduction;cpp_temp_materialization,2.439090
ValueDecl,declaration,include/clang/AST/TemplateBase.h,48,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateArgument,declaration,include/clang/AST/TemplateBase.h,51,cpp_template_deduction;cpp_temp_materialization,2.439090
ArgKind,declaration,include/clang/AST/TemplateBase.h,54,cpp_template_deduction;cpp_temp_materialization,2.439090
Null,enum_variant,include/clang/AST/TemplateBase.h,57,cpp_template_deduction;cpp_temp_materialization,2.439090
Declaration,enum_variant,include/clang/AST/TemplateBase.h,64,cpp_template_deduction;cpp_temp_materialization,2.439090
NullPtr,enum_variant,include/clang/AST/TemplateBase.h,68,cpp_template_deduction;cpp_temp_materialization,2.439090
Integral,enum_variant,include/clang/AST/TemplateBase.h,72,cpp_template_deduction;cpp_temp_materialization,2.439090
Template,enum_variant,include/clang/AST/TemplateBase.h,76,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateExpansion,enum_variant,include/clang/AST/TemplateBase.h,80,cpp_template_deduction;cpp_temp_materialization,2.439090
Expression,enum_variant,include/clang/AST/TemplateBase.h,87,cpp_template_deduction;cpp_temp_materialization,2.439090
DA,declaration,include/clang/AST/TemplateBase.h,97,cpp_template_deduction;cpp_temp_materialization,2.439090
I,declaration,include/clang/AST/TemplateBase.h,102,cpp_template_deduction;cpp_temp_materialization,2.439090
A,declaration,include/clang/AST/TemplateBase.h,118,cpp_template_deduction;cpp_temp_materialization,2.439090
TA,declaration,include/clang/AST/TemplateBase.h,123,cpp_template_deduction;cpp_temp_materialization,2.439090
TV,declaration,include/clang/AST/TemplateBase.h,128,cpp_template_deduction;cpp_temp_materialization,2.439090
DA,declaration,include/clang/AST/TemplateBase.h,133,cpp_template_deduction;cpp_temp_materialization,2.439090
I,declaration,include/clang/AST/TemplateBase.h,134,cpp_template_deduction;cpp_temp_materialization,2.439090
A,declaration,include/clang/AST/TemplateBase.h,135,cpp_template_deduction;cpp_temp_materialization,2.439090
TA,declaration,include/clang/AST/TemplateBase.h,136,cpp_template_deduction;cpp_temp_materialization,2.439090
TV,declaration,include/clang/AST/TemplateBase.h,137,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateArgumentLocInfo,declaration,include/clang/AST/TemplateBase.h,393,cpp_template_deduction;cpp_temp_materialization,2.439090
T,declaration,include/clang/AST/TemplateBase.h,395,cpp_template_deduction;cpp_temp_materialization,2.439090
T,declaration,include/clang/AST/TemplateBase.h,405,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateArgumentLoc,declaration,include/clang/AST/TemplateBase.h,450,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateArgumentListInfo,declaration,include/clang/AST/TemplateBase.h,552,cpp_template_deduction;cpp_temp_materialization,2.439090
ASTTemplateArgumentListInfo,declaration,include/clang/AST/TemplateBase.h,601,cpp_template_deduction;cpp_temp_materialization,2.439090
alignas,declaration,include/clang/AST/TemplateBase.h,644,cpp_template_deduction;cpp_temp_materialization,2.439090
FunctionTemplateDecl,declaration,include/clang/Sema/CodeCompleteConsumer.h,43,cpp_template_deduction;cpp_temp_materialization,2.439090
CK_FunctionTemplate,enum_variant,include/clang/Sema/CodeCompleteConsumer.h,998,cpp_template_deduction;cpp_temp_materialization,2.439090
TemplateIdAnnotation,declaration,include/clang/Sema/DeclSpec.h,49,cpp_template_deduction;cpp_temp_materialization,2.439090
IK_TemplateId,enum_variant,include/clang/Sema/DeclSpec.h,912,cpp_template_deduction;cpp_temp_materialization,2.439090
LateParsedTemplate,declaration,include/clang/Sema/ExternalSemaSource.h,40,cpp_template_deduction;cpp_temp_materialization,2.439090
ParsedTemplateArgument,declaration,include/clang/Sema/Ownership.h,36,cpp_template_deduction;cpp_temp_materialization,2.439090
ParsedTemplateArgument,declaration,include/clang/Sema/ParsedTemplate.h,30,cpp_template_deduction;cpp_temp_materialization,2.439090
