table_index,name,kernel,arity,go,rust,cpp,c,python,zig,julia,nim,csharp,java,kotlin,swift
246,as.integer,coercion-atomic,-1,go:coercion-atomic:as.integer,rust:coercion-atomic:as.integer,cpp:coercion-atomic:as.integer,c:coercion-atomic:as.integer,python:coercion-atomic:as.integer,zig:coercion-atomic:as.integer,julia:coercion-atomic:as.integer,nim:coercion-atomic:as.integer,csharp:coercion-atomic:as.integer,java:coercion-atomic:as.integer,kotlin:coercion-atomic:as.integer,swift:coercion-atomic:as.integer
247,as.double,coercion-atomic,-1,go:coercion-atomic:as.double,rust:coercion-atomic:as.double,cpp:coercion-atomic:as.double,c:coercion-atomic:as.double,python:coercion-atomic:as.double,zig:coercion-atomic:as.double,julia:coercion-atomic:as.double,nim:coercion-atomic:as.double,csharp:coercion-atomic:as.double,java:coercion-atomic:as.double,kotlin:coercion-atomic:as.double,swift:coercion-atomic:as.double
248,as.numeric,coercion-atomic,-1,go:coercion-atomic:as.numeric,rust:coercion-atomic:as.numeric,cpp:coercion-atomic:as.numeric,c:coercion-atomic:as.numeric,python:coercion-atomic:as.numeric,zig:coercion-atomic:as.numeric,julia:coercion-atomic:as.numeric,nim:coercion-atomic:as.numeric,csharp:coercion-atomic:as.numeric,java:coercion-atomic:as.numeric,kotlin:coercion-atomic:as.numeric,swift:coercion-atomic:as.numeric
249,as.complex,coercion-atomic,-1,go:coercion-atomic:as.complex,rust:coercion-atomic:as.complex,cpp:coercion-atomic:as.complex,c:coercion-atomic:as.complex,python:coercion-atomic:as.complex,zig:coercion-atomic:as.complex,julia:coercion-atomic:as.complex,nim:coercion-atomic:as.complex,csharp:coercion-atomic:as.complex,java:coercion-atomic:as.complex,kotlin:coercion-atomic:as.complex,swift:coercion-atomic:as.complex
250,as.logical,coercion-atomic,-1,go:coercion-atomic:as.logical,rust:coercion-atomic:as.logical,cpp:coercion-atomic:as.logical,c:coercion-atomic:as.logical,python:coercion-atomic:as.logical,zig:coercion-atomic:as.logical,julia:coercion-atomic:as.logical,nim:coercion-atomic:as.logical,csharp:coercion-atomic:as.logical,java:coercion-atomic:as.logical,kotlin:coercion-atomic:as.logical,swift:coercion-atomic:as.logical
251,as.raw,coercion-atomic,1,go:coercion-atomic:as.raw,rust:coercion-atomic:as.raw,cpp:coercion-atomic:as.raw,c:coercion-atomic:as.raw,python:coercion-atomic:as.raw,zig:coercion-atomic:as.raw,julia:coercion-atomic:as.raw,nim:coercion-atomic:as.raw,csharp:coercion-atomic:as.raw,java:coercion-atomic:as.raw,kotlin:coercion-atomic:as.raw,swift:coercion-atomic:as.raw
252,as.call,runtime,1,go:runtime:as.call,rust:runtime:as.call,cpp:runtime:as.call,c:runtime:as.call,python:runtime:as.call,zig:runtime:as.call,julia:runtime:as.call,nim:runtime:as.call,csharp:runtime:as.call,java:runtime:as.call,kotlin:runtime:as.call,swift:runtime:as.call
253,as.environment,environment,1,go:environment:as.environment,rust:environment:as.environment,cpp:environment:as.environment,c:environment:as.environment,python:environment:as.environment,zig:environment:as.environment,julia:environment:as.environment,nim:environment:as.environment,csharp:environment:as.environment,java:environment:as.environment,kotlin:environment:as.environment,swift:environment:as.environment
254,storage.mode<-,replacement,2,go:replacement:storage.mode<-,rust:replacement:storage.mode<-,cpp:replacement:storage.mode<-,c:replacement:storage.mode<-,python:replacement:storage.mode<-,zig:replacement:storage.mode<-,julia:replacement:storage.mode<-,nim:replacement:storage.mode<-,csharp:replacement:storage.mode<-,java:replacement:storage.mode<-,kotlin:replacement:storage.mode<-,swift:replacement:storage.mode<-
255,asCharacterFactor,character,1,go:character:asCharacterFactor,rust:character:asCharacterFactor,cpp:character:asCharacterFactor,c:character:asCharacterFactor,python:character:asCharacterFactor,zig:character:asCharacterFactor,julia:character:asCharacterFactor,nim:character:asCharacterFactor,csharp:character:asCharacterFactor,java:character:asCharacterFactor,kotlin:character:asCharacterFactor,swift:character:asCharacterFactor
256,as.vector,coercion-mode,2,go:coercion-mode:as.vector,rust:coercion-mode:as.vector,cpp:coercion-mode:as.vector,c:coercion-mode:as.vector,python:coercion-mode:as.vector,zig:coercion-mode:as.vector,julia:coercion-mode:as.vector,nim:coercion-mode:as.vector,csharp:coercion-mode:as.vector,java:coercion-mode:as.vector,kotlin:coercion-mode:as.vector,swift:coercion-mode:as.vector
257,paste,character,4,go:character:paste,rust:character:paste,cpp:character:paste,c:character:paste,python:character:paste,zig:character:paste,julia:character:paste,nim:character:paste,csharp:character:paste,java:character:paste,kotlin:character:paste,swift:character:paste
258,paste0,character,3,go:character:paste0,rust:character:paste0,cpp:character:paste0,c:character:paste0,python:character:paste0,zig:character:paste0,julia:character:paste0,nim:character:paste0,csharp:character:paste0,java:character:paste0,kotlin:character:paste0,swift:character:paste0
259,file.path,io,2,go:io:file.path,rust:io:file.path,cpp:io:file.path,c:io:file.path,python:io:file.path,zig:io:file.path,julia:io:file.path,nim:io:file.path,csharp:io:file.path,java:io:file.path,kotlin:io:file.path,swift:io:file.path
260,format,runtime,9,go:runtime:format,rust:runtime:format,cpp:runtime:format,c:runtime:format,python:runtime:format,zig:runtime:format,julia:runtime:format,nim:runtime:format,csharp:runtime:format,java:runtime:format,kotlin:runtime:format,swift:runtime:format
261,format.info,runtime,3,go:runtime:format.info,rust:runtime:format.info,cpp:runtime:format.info,c:runtime:format.info,python:runtime:format.info,zig:runtime:format.info,julia:runtime:format.info,nim:runtime:format.info,csharp:runtime:format.info,java:runtime:format.info,kotlin:runtime:format.info,swift:runtime:format.info
262,cat,runtime,6,go:runtime:cat,rust:runtime:cat,cpp:runtime:cat,c:runtime:cat,python:runtime:cat,zig:runtime:cat,julia:runtime:cat,nim:runtime:cat,csharp:runtime:cat,java:runtime:cat,kotlin:runtime:cat,swift:runtime:cat
263,do.call,runtime,3,go:runtime:do.call,rust:runtime:do.call,cpp:runtime:do.call,c:runtime:do.call,python:runtime:do.call,zig:runtime:do.call,julia:runtime:do.call,nim:runtime:do.call,csharp:runtime:do.call,java:runtime:do.call,kotlin:runtime:do.call,swift:runtime:do.call
264,str2lang,character,1,go:character:str2lang,rust:character:str2lang,cpp:character:str2lang,c:character:str2lang,python:character:str2lang,zig:character:str2lang,julia:character:str2lang,nim:character:str2lang,csharp:character:str2lang,java:character:str2lang,kotlin:character:str2lang,swift:character:str2lang
265,str2expression,character,1,go:character:str2expression,rust:character:str2expression,cpp:character:str2expression,c:character:str2expression,python:character:str2expression,zig:character:str2expression,julia:character:str2expression,nim:character:str2expression,csharp:character:str2expression,java:character:str2expression,kotlin:character:str2expression,swift:character:str2expression
266,nchar,character,4,go:character:nchar,rust:character:nchar,cpp:character:nchar,c:character:nchar,python:character:nchar,zig:character:nchar,julia:character:nchar,nim:character:nchar,csharp:character:nchar,java:character:nchar,kotlin:character:nchar,swift:character:nchar
267,nzchar,character,-1,go:character:nzchar,rust:character:nzchar,cpp:character:nzchar,c:character:nzchar,python:character:nzchar,zig:character:nzchar,julia:character:nzchar,nim:character:nzchar,csharp:character:nzchar,java:character:nzchar,kotlin:character:nzchar,swift:character:nzchar
268,substr,character,3,go:character:substr,rust:character:substr,cpp:character:substr,c:character:substr,python:character:substr,zig:character:substr,julia:character:substr,nim:character:substr,csharp:character:substr,java:character:substr,kotlin:character:substr,swift:character:substr
269,startsWith,character,2,go:character:startsWith,rust:character:startsWith,cpp:character:startsWith,c:character:startsWith,python:character:startsWith,zig:character:startsWith,julia:character:startsWith,nim:character:startsWith,csharp:character:startsWith,java:character:startsWith,kotlin:character:startsWith,swift:character:startsWith
270,endsWith,character,2,go:character:endsWith,rust:character:endsWith,cpp:character:endsWith,c:character:endsWith,python:character:endsWith,zig:character:endsWith,julia:character:endsWith,nim:character:endsWith,csharp:character:endsWith,java:character:endsWith,kotlin:character:endsWith,swift:character:endsWith
271,substr<-,replacement,4,go:replacement:substr<-,rust:replacement:substr<-,cpp:replacement:substr<-,c:replacement:substr<-,python:replacement:substr<-,zig:replacement:substr<-,julia:replacement:substr<-,nim:replacement:substr<-,csharp:replacement:substr<-,java:replacement:substr<-,kotlin:replacement:substr<-,swift:replacement:substr<-
272,strsplit,character,5,go:character:strsplit,rust:character:strsplit,cpp:character:strsplit,c:character:strsplit,python:character:strsplit,zig:character:strsplit,julia:character:strsplit,nim:character:strsplit,csharp:character:strsplit,java:character:strsplit,kotlin:character:strsplit,swift:character:strsplit
273,abbreviate,character,3,go:character:abbreviate,rust:character:abbreviate,cpp:character:abbreviate,c:character:abbreviate,python:character:abbreviate,zig:character:abbreviate,julia:character:abbreviate,nim:character:abbreviate,csharp:character:abbreviate,java:character:abbreviate,kotlin:character:abbreviate,swift:character:abbreviate
274,make.names,attribute,2,go:attribute:make.names,rust:attribute:make.names,cpp:attribute:make.names,c:attribute:make.names,python:attribute:make.names,zig:attribute:make.names,julia:attribute:make.names,nim:attribute:make.names,csharp:attribute:make.names,java:attribute:make.names,kotlin:attribute:make.names,swift:attribute:make.names
275,pcre_config,runtime,0,go:runtime:pcre_config,rust:runtime:pcre_config,cpp:runtime:pcre_config,c:runtime:pcre_config,python:runtime:pcre_config,zig:runtime:pcre_config,julia:runtime:pcre_config,nim:runtime:pcre_config,csharp:runtime:pcre_config,java:runtime:pcre_config,kotlin:runtime:pcre_config,swift:runtime:pcre_config
276,grep,character,8,go:character:grep,rust:character:grep,cpp:character:grep,c:character:grep,python:character:grep,zig:character:grep,julia:character:grep,nim:character:grep,csharp:character:grep,java:character:grep,kotlin:character:grep,swift:character:grep
277,grepl,character,8,go:character:grepl,rust:character:grepl,cpp:character:grepl,c:character:grepl,python:character:grepl,zig:character:grepl,julia:character:grepl,nim:character:grepl,csharp:character:grepl,java:character:grepl,kotlin:character:grepl,swift:character:grepl
278,grepRaw,character,8,go:character:grepRaw,rust:character:grepRaw,cpp:character:grepRaw,c:character:grepRaw,python:character:grepRaw,zig:character:grepRaw,julia:character:grepRaw,nim:character:grepRaw,csharp:character:grepRaw,java:character:grepRaw,kotlin:character:grepRaw,swift:character:grepRaw
279,sub,character,7,go:character:sub,rust:character:sub,cpp:character:sub,c:character:sub,python:character:sub,zig:character:sub,julia:character:sub,nim:character:sub,csharp:character:sub,java:character:sub,kotlin:character:sub,swift:character:sub
280,gsub,character,7,go:character:gsub,rust:character:gsub,cpp:character:gsub,c:character:gsub,python:character:gsub,zig:character:gsub,julia:character:gsub,nim:character:gsub,csharp:character:gsub,java:character:gsub,kotlin:character:gsub,swift:character:gsub
281,regexpr,runtime,6,go:runtime:regexpr,rust:runtime:regexpr,cpp:runtime:regexpr,c:runtime:regexpr,python:runtime:regexpr,zig:runtime:regexpr,julia:runtime:regexpr,nim:runtime:regexpr,csharp:runtime:regexpr,java:runtime:regexpr,kotlin:runtime:regexpr,swift:runtime:regexpr
282,gregexpr,runtime,6,go:runtime:gregexpr,rust:runtime:gregexpr,cpp:runtime:gregexpr,c:runtime:gregexpr,python:runtime:gregexpr,zig:runtime:gregexpr,julia:runtime:gregexpr,nim:runtime:gregexpr,csharp:runtime:gregexpr,java:runtime:gregexpr,kotlin:runtime:gregexpr,swift:runtime:gregexpr
283,regexec,runtime,5,go:runtime:regexec,rust:runtime:regexec,cpp:runtime:regexec,c:runtime:regexec,python:runtime:regexec,zig:runtime:regexec,julia:runtime:regexec,nim:runtime:regexec,csharp:runtime:regexec,java:runtime:regexec,kotlin:runtime:regexec,swift:runtime:regexec
284,agrep,character,8,go:character:agrep,rust:character:agrep,cpp:character:agrep,c:character:agrep,python:character:agrep,zig:character:agrep,julia:character:agrep,nim:character:agrep,csharp:character:agrep,java:character:agrep,kotlin:character:agrep,swift:character:agrep
285,agrepl,character,8,go:character:agrepl,rust:character:agrepl,cpp:character:agrepl,c:character:agrepl,python:character:agrepl,zig:character:agrepl,julia:character:agrepl,nim:character:agrepl,csharp:character:agrepl,java:character:agrepl,kotlin:character:agrepl,swift:character:agrepl
286,adist,runtime,8,go:runtime:adist,rust:runtime:adist,cpp:runtime:adist,c:runtime:adist,python:runtime:adist,zig:runtime:adist,julia:runtime:adist,nim:runtime:adist,csharp:runtime:adist,java:runtime:adist,kotlin:runtime:adist,swift:runtime:adist
287,aregexec,runtime,7,go:runtime:aregexec,rust:runtime:aregexec,cpp:runtime:aregexec,c:runtime:aregexec,python:runtime:aregexec,zig:runtime:aregexec,julia:runtime:aregexec,nim:runtime:aregexec,csharp:runtime:aregexec,java:runtime:aregexec,kotlin:runtime:aregexec,swift:runtime:aregexec
288,tolower,character,1,go:character:tolower,rust:character:tolower,cpp:character:tolower,c:character:tolower,python:character:tolower,zig:character:tolower,julia:character:tolower,nim:character:tolower,csharp:character:tolower,java:character:tolower,kotlin:character:tolower,swift:character:tolower
289,toupper,character,1,go:character:toupper,rust:character:toupper,cpp:character:toupper,c:character:toupper,python:character:toupper,zig:character:toupper,julia:character:toupper,nim:character:toupper,csharp:character:toupper,java:character:toupper,kotlin:character:toupper,swift:character:toupper
290,chartr,character,3,go:character:chartr,rust:character:chartr,cpp:character:chartr,c:character:chartr,python:character:chartr,zig:character:chartr,julia:character:chartr,nim:character:chartr,csharp:character:chartr,java:character:chartr,kotlin:character:chartr,swift:character:chartr
291,sprintf,runtime,-1,go:runtime:sprintf,rust:runtime:sprintf,cpp:runtime:sprintf,c:runtime:sprintf,python:runtime:sprintf,zig:runtime:sprintf,julia:runtime:sprintf,nim:runtime:sprintf,csharp:runtime:sprintf,java:runtime:sprintf,kotlin:runtime:sprintf,swift:runtime:sprintf
292,make.unique,matching,2,go:matching:make.unique,rust:matching:make.unique,cpp:matching:make.unique,c:matching:make.unique,python:matching:make.unique,zig:matching:make.unique,julia:matching:make.unique,nim:matching:make.unique,csharp:matching:make.unique,java:matching:make.unique,kotlin:matching:make.unique,swift:matching:make.unique
293,charToRaw,character,1,go:character:charToRaw,rust:character:charToRaw,cpp:character:charToRaw,c:character:charToRaw,python:character:charToRaw,zig:character:charToRaw,julia:character:charToRaw,nim:character:charToRaw,csharp:character:charToRaw,java:character:charToRaw,kotlin:character:charToRaw,swift:character:charToRaw
294,rawToChar,character,2,go:character:rawToChar,rust:character:rawToChar,cpp:character:rawToChar,c:character:rawToChar,python:character:rawToChar,zig:character:rawToChar,julia:character:rawToChar,nim:character:rawToChar,csharp:character:rawToChar,java:character:rawToChar,kotlin:character:rawToChar,swift:character:rawToChar
295,rawShift,bitwise,2,go:bitwise:rawShift,rust:bitwise:rawShift,cpp:bitwise:rawShift,c:bitwise:rawShift,python:bitwise:rawShift,zig:bitwise:rawShift,julia:bitwise:rawShift,nim:bitwise:rawShift,csharp:bitwise:rawShift,java:bitwise:rawShift,kotlin:bitwise:rawShift,swift:bitwise:rawShift
296,intToBits,bitwise,1,go:bitwise:intToBits,rust:bitwise:intToBits,cpp:bitwise:intToBits,c:bitwise:intToBits,python:bitwise:intToBits,zig:bitwise:intToBits,julia:bitwise:intToBits,nim:bitwise:intToBits,csharp:bitwise:intToBits,java:bitwise:intToBits,kotlin:bitwise:intToBits,swift:bitwise:intToBits
297,numToBits,bitwise,1,go:bitwise:numToBits,rust:bitwise:numToBits,cpp:bitwise:numToBits,c:bitwise:numToBits,python:bitwise:numToBits,zig:bitwise:numToBits,julia:bitwise:numToBits,nim:bitwise:numToBits,csharp:bitwise:numToBits,java:bitwise:numToBits,kotlin:bitwise:numToBits,swift:bitwise:numToBits
298,numToInts,runtime,1,go:runtime:numToInts,rust:runtime:numToInts,cpp:runtime:numToInts,c:runtime:numToInts,python:runtime:numToInts,zig:runtime:numToInts,julia:runtime:numToInts,nim:runtime:numToInts,csharp:runtime:numToInts,java:runtime:numToInts,kotlin:runtime:numToInts,swift:runtime:numToInts
299,rawToBits,bitwise,1,go:bitwise:rawToBits,rust:bitwise:rawToBits,cpp:bitwise:rawToBits,c:bitwise:rawToBits,python:bitwise:rawToBits,zig:bitwise:rawToBits,julia:bitwise:rawToBits,nim:bitwise:rawToBits,csharp:bitwise:rawToBits,java:bitwise:rawToBits,kotlin:bitwise:rawToBits,swift:bitwise:rawToBits
300,packBits,bitwise,2,go:bitwise:packBits,rust:bitwise:packBits,cpp:bitwise:packBits,c:bitwise:packBits,python:bitwise:packBits,zig:bitwise:packBits,julia:bitwise:packBits,nim:bitwise:packBits,csharp:bitwise:packBits,java:bitwise:packBits,kotlin:bitwise:packBits,swift:bitwise:packBits
301,utf8ToInt,character,1,go:character:utf8ToInt,rust:character:utf8ToInt,cpp:character:utf8ToInt,c:character:utf8ToInt,python:character:utf8ToInt,zig:character:utf8ToInt,julia:character:utf8ToInt,nim:character:utf8ToInt,csharp:character:utf8ToInt,java:character:utf8ToInt,kotlin:character:utf8ToInt,swift:character:utf8ToInt
302,intToUtf8,character,3,go:character:intToUtf8,rust:character:intToUtf8,cpp:character:intToUtf8,c:character:intToUtf8,python:character:intToUtf8,zig:character:intToUtf8,julia:character:intToUtf8,nim:character:intToUtf8,csharp:character:intToUtf8,java:character:intToUtf8,kotlin:character:intToUtf8,swift:character:intToUtf8
303,validUTF8,character,1,go:character:validUTF8,rust:character:validUTF8,cpp:character:validUTF8,c:character:validUTF8,python:character:validUTF8,zig:character:validUTF8,julia:character:validUTF8,nim:character:validUTF8,csharp:character:validUTF8,java:character:validUTF8,kotlin:character:validUTF8,swift:character:validUTF8
304,validEnc,runtime,1,go:runtime:validEnc,rust:runtime:validEnc,cpp:runtime:validEnc,c:runtime:validEnc,python:runtime:validEnc,zig:runtime:validEnc,julia:runtime:validEnc,nim:runtime:validEnc,csharp:runtime:validEnc,java:runtime:validEnc,kotlin:runtime:validEnc,swift:runtime:validEnc
305,encodeString,character,5,go:character:encodeString,rust:character:encodeString,cpp:character:encodeString,c:character:encodeString,python:character:encodeString,zig:character:encodeString,julia:character:encodeString,nim:character:encodeString,csharp:character:encodeString,java:character:encodeString,kotlin:character:encodeString,swift:character:encodeString
306,iconv,system,6,go:system:iconv,rust:system:iconv,cpp:system:iconv,c:system:iconv,python:system:iconv,zig:system:iconv,julia:system:iconv,nim:system:iconv,csharp:system:iconv,java:system:iconv,kotlin:system:iconv,swift:system:iconv
307,strtrim,character,2,go:character:strtrim,rust:character:strtrim,cpp:character:strtrim,c:character:strtrim,python:character:strtrim,zig:character:strtrim,julia:character:strtrim,nim:character:strtrim,csharp:character:strtrim,java:character:strtrim,kotlin:character:strtrim,swift:character:strtrim
