feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,java.binary_numeric_promotion,java.primitive_widening_narrowing,java.boxing_unboxing,java.method_invocation_conversion,java.overload_resolution,java.generic_erasure,java.wildcard_extends_super,java.capture_conversion,java.type_inference_constraints,java.raw_types,java.intersection_types,java.var_local_inference,java.array_covariance_store_check,java.null_reference_semantics,java.unsigned_absence_signed_wrap,java.ieee754_always_strict,java.class_interface_inheritance,java.records,java.sealed_classes_interfaces,java.enums_semantics,java.annotation_semantics,java.annotation_processing,java.inner_local_anonymous_classes,java.default_interface_methods,java.field_hiding_method_overriding,java.access_control,java.definite_assignment_unassignment,java.effectively_final_capture,java.static_instance_initialization_order,java.lambda_target_typing,java.method_references,java.virtual_interface_dispatch,java.invokedynamic_bootstrap,java.method_handles_varhandles,java.switch_expression,java.pattern_instanceof,java.record_patterns,java.pattern_switch_exhaustiveness,java.foreach_desugaring,java.labeled_break_continue,java.left_to_right_evaluation,java.short_circuit_boolean,java.checked_unchecked_exceptions,java.try_catch_finally,java.try_with_resources_suppression,java.assert_semantics,java.jpms_modules,java.import_static_resolution,java.package_namespace_resolution,java.reflection_runtime_type,java.class_loading_linking_initialization,java.object_identity_hash_monitor,java.string_interning,java.monitor_synchronized,java.volatile_semantics,java.final_field_memory_semantics,java.happens_before_jmm,java.atomic_varhandle_ordering,java.thread_interruption,java.virtual_threads,java.structured_concurrency,java.classfile_descriptors_signatures,java.bytecode_operand_stack_frames,java.bytecode_verification,java.exception_table_bytecode,java.constant_pool,java.jvm_gc_allocation,java.gc_reachability_reference_types,java.safepoint_deoptimization_osr,java.tiered_jit_compilation,java.escape_analysis_scalar_replacement,java.object_layout_headers_compressed_oops,java.jni_boundary,java.foreign_function_memory_api,java.native_method_resolution,java.compile_time_constants,java.classfile_lowering,java.bridge_synthetic_methods,java.preview_feature_gating,java.value_class_preview
yield,0.000003,0.000064,0.006948,0.000153,0.006968,0.000101,0.000079,0.006948,0.007019,0.014381,0.000096,0.006510,0.000053,0.007158,0.000079,0.000132,0.006454,0.000048,0.000012,0.006948,0.000091,0.014381,0.002040,0.000346,0.000079,0.002068,0.000003,0.000047,0.014381,0.014381,0.000095,0.000179,0.000003,0.000175,0.000162,0.000047,0.014381,0.006948,0.014527,0.000079,0.006948,0.000110,0.000047,0.000094,0.000003,0.000019,0.006948,0.006960,0.006948,0.006948,0.000086,0.000012,0.000003,0.006948,0.000092,0.006490,0.000097,0.000079,0.000062,0.000290,0.000047,0.000056,0.000153,0.000369,0.000003,0.000344,0.015044,0.000151,0.000391,0.000158,0.000160,0.000151,0.000047,0.000153,0.000053,0.014327,0.000035,0.006948,0.000040,0.006948,0.000252,0.000371,0.014504,0.000019,0.000090,0.000121,0.002189,0.000047,0.006948,0.000151,0.000184,0.006948,0.000153,0.000003,0.000136,0.000079,0.014327,1.003461,0.001056,0.000977,0.000977,0.001861,0.001789,0.000902,0.000902,0.000902,0.000902,0.000902,0.000902,0.000902,0.000926,0.000991,0.000981,0.000981,0.000093,0.000093,0.000093,0.000093,0.000093,0.000066,0.000093,0.001767,0.001789,0.000149,0.001197,0.001072,0.000093,0.001791,0.001833,0.001789,0.001073,0.000763,0.018873,0.014723,0.014662,0.014662,0.014676,0.014744,0.006245,0.006294,0.001480,0.001487,0.001480,0.014634,0.000070,0.000149,0.000070,0.000763,0.000085,0.000085,0.000085,0.000795,0.000795,0.000796,0.000795,0.000795,0.000795,0.000795,0.000795,0.000995,0.000994,0.000994,0.001017,0.000994,0.000029,0.000029,0.000909,0.000909,0.000909,0.000029,0.000031,0.000031,0.000031,0.000066,0.000066,0.000066,0.000066,0.000093
java.binary_numeric_promotion,0.000090,0.000771,0.000960,0.010999,0.000962,0.000088,0.001018,0.000960,0.012441,0.000095,0.000178,0.000998,0.000189,0.012472,0.000053,0.001371,0.000958,0.000083,0.000068,0.000960,0.001024,0.000095,0.000084,0.001051,0.000996,0.000209,0.000105,0.000803,0.000095,0.000095,0.001019,0.011020,0.000127,0.011172,0.011118,0.000803,0.000095,0.000960,0.000103,0.000908,0.000960,0.001054,0.000803,0.000138,0.000114,0.000201,0.000960,0.001060,0.000960,0.000960,0.000084,0.000062,0.000089,0.000960,0.003384,0.000983,0.000091,0.000934,0.000730,0.000305,0.000803,0.000061,0.010999,0.003518,0.000068,0.001083,0.000791,0.011015,0.011017,0.014215,0.014259,0.011014,0.000803,0.011015,0.000818,0.000093,0.000111,0.000960,0.000072,0.000960,0.001006,0.011233,0.000099,0.000092,0.000061,0.000081,0.000089,0.000803,0.000960,0.010969,0.011080,0.000960,0.010999,0.000068,0.001013,0.001008,0.000093,0.000788,1.002878,0.011298,0.011293,0.002815,0.002653,0.011123,0.011123,0.011126,0.011135,0.011100,0.011131,0.011083,0.011102,0.011115,0.011263,0.011265,0.001544,0.001458,0.001544,0.001451,0.001450,0.000682,0.001449,0.002659,0.002732,0.000731,0.000103,0.000111,0.001460,0.002849,0.002644,0.002658,0.001233,0.001969,0.000681,0.000832,0.000690,0.000774,0.000678,0.000679,0.000963,0.001062,0.000695,0.000597,0.000611,0.000787,0.000730,0.000727,0.000719,0.001974,0.001326,0.001314,0.001415,0.000555,0.000555,0.000573,0.000555,0.000555,0.000555,0.000555,0.000555,0.001415,0.001216,0.001324,0.001216,0.001225,0.000604,0.000717,0.000552,0.000551,0.000566,0.000715,0.001276,0.001386,0.001286,0.000940,0.000674,0.000765,0.000682,0.001451
java.primitive_widening_narrowing,0.000093,0.000797,0.000857,0.011367,0.000859,0.000091,0.001052,0.000857,0.001171,0.000088,0.000184,0.000970,0.000195,0.012754,0.000055,0.001417,0.000929,0.000085,0.000070,0.000857,0.001059,0.000088,0.000076,0.001086,0.001029,0.000206,0.000108,0.000830,0.000088,0.000088,0.001053,0.011389,0.000131,0.011546,0.011489,0.000830,0.000088,0.000857,0.000096,0.000939,0.000857,0.001089,0.000830,0.000143,0.000118,0.000208,0.000857,0.000961,0.000857,0.000857,0.000087,0.000064,0.000092,0.000857,0.003498,0.000955,0.000094,0.000965,0.000755,0.000316,0.000830,0.000063,0.011367,0.003636,0.000070,0.001119,0.000756,0.011383,0.011386,0.014691,0.014735,0.011382,0.000830,0.011383,0.000846,0.000086,0.000114,0.000857,0.000075,0.000857,0.001040,0.011609,0.000092,0.000095,0.000063,0.000084,0.000081,0.000830,0.000857,0.011336,0.011451,0.000857,0.011367,0.000070,0.001047,0.001042,0.000086,0.000753,0.011679,1.002779,0.011663,0.002895,0.002728,0.011488,0.011488,0.011491,0.011499,0.011463,0.011496,0.011446,0.011465,0.011479,0.011455,0.011457,0.001595,0.001507,0.001595,0.001499,0.001499,0.000705,0.001497,0.002734,0.002810,0.000755,0.000099,0.000107,0.001509,0.002931,0.002719,0.002733,0.001268,0.002028,0.000677,0.000834,0.000687,0.000774,0.000675,0.000675,0.000810,0.000913,0.000711,0.000610,0.000624,0.000787,0.000754,0.000751,0.000743,0.002033,0.001370,0.001358,0.001463,0.000567,0.000567,0.000585,0.000567,0.000567,0.000567,0.000567,0.000567,0.001456,0.001250,0.001361,0.001250,0.001259,0.000624,0.000741,0.000564,0.000563,0.000579,0.000739,0.001319,0.001432,0.001329,0.000971,0.000697,0.000791,0.000704,0.001500
java.boxing_unboxing,0.000090,0.000771,0.000829,0.011008,0.000831,0.000088,0.001111,0.000829,0.001133,0.000085,0.000178,0.000939,0.000197,0.012344,0.000053,0.012611,0.000899,0.000083,0.000068,0.000829,0.001117,0.000085,0.000074,0.001051,0.001088,0.000200,0.000105,0.000803,0.000085,0.000085,0.001111,0.011029,0.000127,0.011214,0.011126,0.000803,0.000085,0.000829,0.000093,0.000950,0.000829,0.001147,0.000803,0.000138,0.000114,0.000293,0.000829,0.000930,0.000829,0.000829,0.000084,0.000062,0.000089,0.000829,0.003476,0.000925,0.000091,0.000976,0.000731,0.000314,0.000803,0.000061,0.011008,0.003526,0.000068,0.001125,0.000732,0.011024,0.014187,0.011065,0.014268,0.011022,0.000803,0.011023,0.000819,0.000084,0.000119,0.000829,0.000081,0.000829,0.001099,0.011242,0.000089,0.000101,0.000061,0.000081,0.000079,0.000803,0.000829,0.010978,0.011089,0.000829,0.011008,0.000068,0.001054,0.001101,0.000084,0.000729,0.011295,0.011285,1.002820,0.002812,0.002651,0.011122,0.011122,0.011125,0.011134,0.011219,0.011130,0.011082,0.011101,0.011114,0.011090,0.011080,0.001670,0.001585,0.001670,0.001577,0.001577,0.000696,0.001575,0.002656,0.002730,0.000756,0.000102,0.000110,0.001587,0.002846,0.002642,0.002772,0.001232,0.001974,0.000660,0.000812,0.000670,0.000754,0.000658,0.000658,0.000784,0.000925,0.000688,0.000590,0.000604,0.000807,0.000755,0.000752,0.000744,0.002094,0.001453,0.001441,0.001422,0.000548,0.000548,0.000693,0.000549,0.000548,0.000548,0.000548,0.000548,0.001414,0.001215,0.001323,0.001215,0.001224,0.000730,0.000844,0.000546,0.000545,0.000560,0.000842,0.001276,0.001386,0.001286,0.000954,0.000688,0.000779,0.000695,0.001578
java.method_invocation_conversion,0.000096,0.000869,0.001923,0.002047,0.001927,0.000110,0.002030,0.001923,0.002023,0.000900,0.000197,0.017813,0.001773,0.016429,0.000058,0.002443,0.013553,0.000095,0.000079,0.001923,0.002036,0.000900,0.000845,0.013573,0.002005,0.000906,0.000112,0.000905,0.000900,0.000900,0.002152,0.002216,0.000136,0.002259,0.002082,0.000905,0.000900,0.001923,0.000949,0.001905,0.001923,0.002330,0.000905,0.000155,0.000146,0.001942,0.001923,0.001953,0.001923,0.001923,0.000092,0.000072,0.000096,0.001923,0.002058,0.013623,0.000099,0.001934,0.000942,0.013479,0.000905,0.000072,0.002047,0.017670,0.000073,0.013501,0.001841,0.002081,0.002079,0.002064,0.002084,0.002080,0.000905,0.002061,0.000929,0.000896,0.001849,0.001923,0.001690,0.001923,0.002031,0.002370,0.000908,0.001762,0.000067,0.000090,0.000858,0.000905,0.001923,0.002039,0.002234,0.001923,0.002048,0.000073,0.001945,0.002058,0.000896,0.001833,0.003718,0.003700,0.003714,1.002503,0.013730,0.003478,0.003478,0.003524,0.003681,0.003488,0.003479,0.003495,0.003491,0.003496,0.003488,0.003488,0.003412,0.003553,0.003412,0.003398,0.003397,0.000727,0.003468,0.013576,0.013657,0.002495,0.001498,0.001648,0.003419,0.013568,0.013643,0.013636,0.001722,0.003056,0.001473,0.001673,0.001494,0.001487,0.001471,0.001475,0.002092,0.001806,0.001395,0.001385,0.001395,0.001499,0.002325,0.002680,0.002516,0.003069,0.001376,0.001350,0.001350,0.000651,0.000651,0.000692,0.000651,0.000651,0.000651,0.000651,0.000651,0.001341,0.001309,0.001326,0.001325,0.001330,0.000678,0.000692,0.000649,0.000648,0.000663,0.000692,0.001275,0.001292,0.001684,0.000760,0.000709,0.000906,0.000727,0.003399
java.overload_resolution,0.000098,0.000884,0.001796,0.002088,0.001801,0.000112,0.002095,0.001796,0.001898,0.000904,0.000201,0.018167,0.001838,0.002067,0.000060,0.002516,0.013833,0.000097,0.000080,0.001796,0.002102,0.000904,0.000848,0.013927,0.002070,0.000909,0.000114,0.000921,0.000904,0.000904,0.002219,0.002259,0.000138,0.002328,0.002123,0.000921,0.000904,0.001796,0.000953,0.001968,0.001796,0.002400,0.000921,0.000158,0.000148,0.002010,0.001796,0.001827,0.001796,0.001796,0.000093,0.000073,0.000098,0.001796,0.002099,0.013904,0.000101,0.001997,0.000959,0.018044,0.000921,0.000073,0.002088,0.018095,0.000074,0.018076,0.001801,0.002122,0.002120,0.002105,0.002125,0.002121,0.000921,0.002102,0.000946,0.000899,0.001915,0.001796,0.001753,0.001796,0.002096,0.002416,0.000912,0.001826,0.000068,0.000091,0.000861,0.000921,0.001796,0.002079,0.002278,0.001796,0.002088,0.000074,0.002009,0.002124,0.000899,0.001793,0.003566,0.003548,0.003562,0.013972,1.002585,0.003533,0.003533,0.003580,0.003740,0.003543,0.003535,0.003551,0.003546,0.003551,0.003543,0.003544,0.003496,0.003698,0.003496,0.003481,0.003481,0.000748,0.003553,0.013914,0.014019,0.002562,0.001536,0.001688,0.003503,0.013906,0.013981,0.013974,0.001747,0.003112,0.001470,0.001485,0.001492,0.001485,0.001469,0.001472,0.001968,0.001677,0.001411,0.001400,0.001410,0.001497,0.002390,0.002829,0.002661,0.003125,0.001404,0.001377,0.001377,0.000655,0.000655,0.000696,0.000655,0.000655,0.000654,0.000654,0.000654,0.001359,0.001327,0.001344,0.001343,0.001349,0.000690,0.000704,0.000652,0.000651,0.000667,0.000704,0.001298,0.001315,0.001800,0.000782,0.000729,0.000930,0.000747,0.003482
java.generic_erasure,0.000095,0.000816,0.000747,0.011667,0.000749,0.000094,0.001090,0.000747,0.001069,0.000081,0.000189,0.000935,0.000202,0.001095,0.000056,0.001463,0.000893,0.000087,0.000072,0.000747,0.001096,0.000081,0.000068,0.001113,0.001066,0.000202,0.000111,0.000850,0.000081,0.000081,0.001090,0.011690,0.000134,0.015203,0.015138,0.000850,0.000081,0.000747,0.000089,0.000973,0.000747,0.001128,0.000850,0.000146,0.000121,0.000215,0.000747,0.000853,0.000747,0.000747,0.000089,0.000065,0.000095,0.000747,0.003584,0.000920,0.000097,0.001001,0.000773,0.000326,0.000850,0.000064,0.011667,0.003726,0.000072,0.001158,0.000716,0.011684,0.011687,0.011729,0.011773,0.011683,0.000850,0.011684,0.000867,0.000079,0.000120,0.000747,0.000079,0.000747,0.001077,0.015266,0.000084,0.000100,0.000064,0.000086,0.000073,0.000850,0.000747,0.011636,0.011753,0.000747,0.011668,0.000072,0.001084,0.001079,0.000079,0.000712,0.011783,0.011772,0.011779,0.002789,0.002785,1.002709,0.011817,0.011819,0.011808,0.011779,0.011815,0.011741,0.011772,0.011776,0.011738,0.011739,0.001678,0.001551,0.001678,0.001543,0.001543,0.000726,0.001541,0.002791,0.002904,0.000781,0.000096,0.000104,0.001553,0.002992,0.002775,0.002790,0.001294,0.002074,0.000670,0.000676,0.000679,0.000805,0.000668,0.000668,0.000699,0.000804,0.000759,0.000617,0.000632,0.000782,0.000779,0.000776,0.000768,0.002080,0.001405,0.001393,0.001500,0.000574,0.000574,0.000593,0.000574,0.000574,0.000574,0.000574,0.000574,0.001521,0.001275,0.001390,0.001276,0.001285,0.000639,0.000760,0.000571,0.000570,0.000586,0.000757,0.001351,0.001467,0.001362,0.000957,0.000718,0.000846,0.000725,0.001543
java.wildcard_extends_super,0.000095,0.000816,0.000747,0.011667,0.000749,0.000094,0.001090,0.000747,0.001069,0.000081,0.000189,0.000935,0.000202,0.001095,0.000056,0.001463,0.000893,0.000087,0.000072,0.000747,0.001096,0.000081,0.000068,0.001113,0.001066,0.000202,0.000111,0.000850,0.000081,0.000081,0.001090,0.011690,0.000134,0.015203,0.015138,0.000850,0.000081,0.000747,0.000089,0.000973,0.000747,0.001128,0.000850,0.000146,0.000121,0.000215,0.000747,0.000853,0.000747,0.000747,0.000089,0.000065,0.000095,0.000747,0.003584,0.000920,0.000097,0.001001,0.000773,0.000326,0.000850,0.000064,0.011667,0.003726,0.000072,0.001158,0.000716,0.011684,0.011687,0.011729,0.011773,0.011683,0.000850,0.011684,0.000867,0.000079,0.000120,0.000747,0.000079,0.000747,0.001077,0.015266,0.000084,0.000100,0.000064,0.000086,0.000073,0.000850,0.000747,0.011636,0.011753,0.000747,0.011668,0.000072,0.001084,0.001079,0.000079,0.000712,0.011783,0.011772,0.011779,0.002789,0.002785,0.011817,1.002709,0.011819,0.011808,0.011779,0.011815,0.011741,0.011772,0.011776,0.011738,0.011739,0.001678,0.001551,0.001678,0.001543,0.001543,0.000726,0.001541,0.002791,0.002904,0.000781,0.000096,0.000104,0.001553,0.002992,0.002775,0.002790,0.001294,0.002074,0.000670,0.000676,0.000679,0.000805,0.000668,0.000668,0.000699,0.000804,0.000759,0.000617,0.000632,0.000782,0.000779,0.000776,0.000768,0.002080,0.001405,0.001393,0.001500,0.000574,0.000574,0.000593,0.000574,0.000574,0.000574,0.000574,0.000574,0.001521,0.001275,0.001390,0.001276,0.001285,0.000639,0.000760,0.000571,0.000570,0.000586,0.000757,0.001351,0.001467,0.001362,0.000957,0.000718,0.000846,0.000725,0.001543
java.capture_conversion,0.000092,0.000788,0.000721,0.011265,0.000723,0.000090,0.001080,0.000721,0.001032,0.000078,0.000182,0.000903,0.012251,0.001057,0.000054,0.001441,0.000862,0.000084,0.000069,0.000721,0.001086,0.000078,0.000066,0.001074,0.001057,0.000195,0.000107,0.000821,0.000078,0.000078,0.001080,0.011287,0.000129,0.014706,0.014616,0.000821,0.000078,0.000721,0.000086,0.000967,0.000721,0.001117,0.000821,0.000141,0.000116,0.000346,0.000721,0.000824,0.000721,0.000721,0.000086,0.000063,0.000091,0.000721,0.003460,0.000888,0.000093,0.000994,0.001054,0.000453,0.000821,0.000062,0.011265,0.003597,0.000069,0.001146,0.000691,0.011281,0.011284,0.011324,0.011366,0.011280,0.000821,0.011281,0.000837,0.000076,0.000254,0.000721,0.000384,0.000721,0.001068,0.014739,0.000081,0.000235,0.000062,0.000083,0.000071,0.000821,0.000721,0.011235,0.011348,0.000721,0.011265,0.000069,0.001354,0.001069,0.000076,0.000688,0.011376,0.011366,0.011373,0.002728,0.002723,0.011409,0.011409,1.003039,0.011401,0.011372,0.011407,0.011336,0.011365,0.011369,0.011333,0.011334,0.001666,0.001544,0.001666,0.001536,0.001536,0.000701,0.001909,0.002729,0.002838,0.000800,0.000400,0.000522,0.001545,0.002923,0.002714,0.002728,0.001249,0.002020,0.000647,0.000653,0.000656,0.000778,0.000644,0.000645,0.000675,0.000777,0.000733,0.000596,0.000610,0.000755,0.000799,0.000796,0.000788,0.002025,0.001357,0.001345,0.001448,0.000554,0.000554,0.000573,0.000554,0.000554,0.000554,0.000554,0.000554,0.001468,0.001231,0.001342,0.001232,0.001241,0.000617,0.000733,0.000551,0.000551,0.000566,0.000731,0.001304,0.001416,0.001315,0.000923,0.000693,0.000817,0.000700,0.001536
java.type_inference_constraints,0.000093,0.000801,0.000733,0.011481,0.000735,0.000092,0.001069,0.000733,0.001049,0.000079,0.000185,0.001035,0.000196,0.001075,0.000055,0.001435,0.000995,0.000086,0.000070,0.000733,0.001075,0.000079,0.000067,0.001210,0.001046,0.000198,0.000109,0.000834,0.000079,0.000079,0.001069,0.011503,0.000132,0.011618,0.014887,0.000834,0.000079,0.000733,0.000087,0.000955,0.000733,0.001106,0.000834,0.000143,0.000118,0.000209,0.000733,0.000838,0.000733,0.000733,0.000088,0.000064,0.000093,0.000733,0.003569,0.001021,0.000095,0.000981,0.000759,0.000435,0.000834,0.000063,0.011481,0.013487,0.000070,0.001243,0.000703,0.011498,0.011500,0.011541,0.011585,0.011497,0.000834,0.011498,0.000851,0.000077,0.000115,0.000733,0.000075,0.000733,0.001056,0.011725,0.000083,0.000096,0.000063,0.000085,0.000072,0.000834,0.000733,0.011451,0.014850,0.000733,0.011482,0.000070,0.001063,0.001058,0.000077,0.000699,0.011573,0.011563,0.011570,0.002897,0.002892,0.011587,0.011587,0.011589,1.002802,0.011550,0.011595,0.011544,0.011552,0.011566,0.011529,0.011531,0.001612,0.001523,0.001612,0.001515,0.001515,0.000716,0.001513,0.002854,0.002931,0.000767,0.000093,0.000101,0.001524,0.003091,0.002839,0.002853,0.001275,0.002039,0.000663,0.000669,0.000672,0.000760,0.000660,0.000661,0.000686,0.000789,0.000707,0.000606,0.000620,0.000773,0.000766,0.000763,0.000754,0.002045,0.001385,0.001373,0.001478,0.000563,0.000563,0.000582,0.000564,0.000563,0.000563,0.000563,0.000563,0.001464,0.001257,0.001410,0.001257,0.001267,0.000627,0.000745,0.000560,0.000560,0.000575,0.000743,0.001334,0.001447,0.001344,0.000943,0.000708,0.000803,0.000716,0.001515
java.raw_types,0.000093,0.000797,0.000729,0.011365,0.000731,0.000091,0.001156,0.000729,0.001044,0.000079,0.000184,0.000913,0.000206,0.001069,0.000055,0.013041,0.000872,0.000085,0.000070,0.000729,0.001163,0.000079,0.000067,0.001086,0.001133,0.000197,0.000108,0.000830,0.000079,0.000079,0.001157,0.011388,0.000131,0.014851,0.011488,0.000830,0.000079,0.000729,0.000087,0.000990,0.000729,0.001193,0.000830,0.000143,0.000118,0.000305,0.000729,0.000833,0.000729,0.000729,0.000087,0.000064,0.000092,0.000729,0.003579,0.000898,0.000095,0.001017,0.000755,0.000327,0.000830,0.000063,0.011365,0.003631,0.000070,0.001171,0.000699,0.011382,0.011385,0.011425,0.011468,0.011381,0.000830,0.011382,0.000846,0.000077,0.000125,0.000729,0.000086,0.000729,0.001144,0.014879,0.000082,0.000106,0.000063,0.000084,0.000072,0.000830,0.000729,0.011335,0.011449,0.000729,0.011366,0.000070,0.001098,0.001146,0.000077,0.000695,0.011476,0.011466,0.011597,0.002730,0.002725,0.011497,0.011497,0.011499,0.011489,1.002706,0.011495,0.011435,0.011465,0.011469,0.011432,0.011433,0.001767,0.001643,0.001767,0.001635,0.001635,0.000721,0.001633,0.002731,0.002842,0.000786,0.000100,0.000108,0.001644,0.002928,0.002716,0.002850,0.001266,0.002035,0.000657,0.000664,0.000667,0.000790,0.000655,0.000655,0.000682,0.000785,0.000741,0.000603,0.000617,0.000767,0.000785,0.000782,0.000773,0.002159,0.001501,0.001489,0.001469,0.000560,0.000560,0.000710,0.000561,0.000560,0.000560,0.000560,0.000560,0.001488,0.001248,0.001360,0.001249,0.001258,0.000755,0.000872,0.000557,0.000557,0.000572,0.000870,0.001317,0.001430,0.001327,0.000946,0.000713,0.000838,0.000720,0.001635
java.intersection_types,0.000095,0.000816,0.000747,0.011676,0.000749,0.000094,0.001081,0.000747,0.001069,0.000081,0.000189,0.000935,0.000200,0.001095,0.000056,0.001455,0.000893,0.000087,0.000072,0.000747,0.001088,0.000081,0.000068,0.001113,0.001057,0.000202,0.000111,0.000850,0.000081,0.000081,0.001082,0.011699,0.000134,0.011859,0.015147,0.000850,0.000081,0.000747,0.000089,0.000965,0.000747,0.001119,0.000850,0.000146,0.000121,0.000213,0.000747,0.000853,0.000747,0.000747,0.000089,0.000065,0.000095,0.000747,0.003597,0.000920,0.000097,0.000992,0.000773,0.000323,0.000850,0.000064,0.011676,0.003739,0.000072,0.001150,0.000716,0.011693,0.011695,0.011737,0.011781,0.011692,0.000850,0.011693,0.000867,0.000079,0.000117,0.000747,0.000077,0.000747,0.001068,0.015275,0.000084,0.000098,0.000064,0.000086,0.000073,0.000850,0.000747,0.011645,0.011762,0.000747,0.015020,0.000072,0.001075,0.001070,0.000079,0.000712,0.011791,0.011781,0.011788,0.002790,0.002786,0.011815,0.011815,0.011818,0.011817,0.011778,1.002729,0.011749,0.011780,0.011784,0.011746,0.011748,0.001673,0.001546,0.001673,0.001538,0.001538,0.000724,0.001536,0.002791,0.002905,0.000776,0.000094,0.000103,0.001548,0.002993,0.002776,0.002791,0.001294,0.002073,0.000670,0.000677,0.000680,0.000806,0.000668,0.000668,0.000699,0.000804,0.000759,0.000617,0.000632,0.000783,0.000775,0.000771,0.000763,0.002079,0.001406,0.001394,0.001501,0.000574,0.000574,0.000593,0.000574,0.000574,0.000574,0.000574,0.000574,0.001487,0.001276,0.001390,0.001276,0.001286,0.000639,0.000760,0.000571,0.000570,0.000586,0.000757,0.001353,0.001469,0.001364,0.000955,0.000716,0.000812,0.000724,0.001538
java.var_local_inference,0.000094,0.000804,0.000736,0.011459,0.000738,0.000092,0.001137,0.000736,0.001054,0.000079,0.000186,0.000921,0.000369,0.001079,0.000055,0.001505,0.000880,0.000086,0.000071,0.000736,0.001144,0.000079,0.000067,0.001097,0.001114,0.000199,0.000109,0.000838,0.000079,0.000079,0.001138,0.011481,0.000132,0.011701,0.011583,0.000838,0.000079,0.000736,0.000088,0.001022,0.000736,0.001175,0.000838,0.000144,0.000119,0.000225,0.000736,0.000841,0.000736,0.000736,0.000088,0.000064,0.000093,0.000736,0.003532,0.000906,0.000095,0.001049,0.000934,0.000334,0.000838,0.000064,0.011459,0.003672,0.000071,0.001205,0.000706,0.011475,0.011478,0.011519,0.011563,0.011474,0.000838,0.011475,0.000854,0.000078,0.000131,0.000736,0.000247,0.000736,0.001125,0.011703,0.000083,0.000112,0.000063,0.000085,0.000072,0.000838,0.000736,0.011428,0.014842,0.000736,0.011459,0.000071,0.012780,0.001127,0.000078,0.000702,0.011568,0.011558,0.011565,0.002762,0.002757,0.011569,0.011569,0.011572,0.011593,0.011545,0.011578,1.002787,0.011547,0.011561,0.011524,0.011525,0.001655,0.001566,0.001655,0.001558,0.001558,0.000735,0.001556,0.002763,0.002840,0.000807,0.000328,0.000336,0.001757,0.003002,0.002748,0.002762,0.001281,0.002061,0.000667,0.000673,0.000676,0.000764,0.000664,0.000664,0.000689,0.000793,0.000710,0.000608,0.000623,0.000778,0.000806,0.000803,0.000794,0.002067,0.001392,0.001381,0.001486,0.000566,0.000566,0.000820,0.000566,0.000566,0.000566,0.000566,0.000566,0.001471,0.001263,0.001418,0.001264,0.001273,0.000630,0.000749,0.000563,0.000562,0.000578,0.000746,0.001330,0.001444,0.001340,0.000963,0.000727,0.000822,0.000735,0.001559
java.array_covariance_store_check,0.000093,0.000795,0.000746,0.014605,0.000748,0.000091,0.001051,0.000746,0.001060,0.000188,0.000184,0.000929,0.000195,0.001085,0.000055,0.001415,0.000889,0.000085,0.000070,0.000746,0.001057,0.000188,0.000309,0.001085,0.001028,0.012366,0.000108,0.000828,0.000188,0.000188,0.001051,0.011369,0.000131,0.011525,0.011469,0.000828,0.000188,0.000746,0.000196,0.000937,0.000746,0.001088,0.000828,0.000142,0.000117,0.000207,0.000746,0.000850,0.000746,0.000746,0.000087,0.000063,0.000092,0.000746,0.003491,0.000915,0.000094,0.000964,0.000754,0.000315,0.000828,0.000063,0.011347,0.003629,0.000070,0.001117,0.000716,0.011363,0.011366,0.011406,0.011449,0.011362,0.000828,0.011363,0.000845,0.000186,0.000114,0.000746,0.000075,0.000746,0.001038,0.014854,0.000191,0.000095,0.000063,0.000084,0.000314,0.000828,0.000746,0.011316,0.011430,0.000746,0.011347,0.000070,0.001045,0.001040,0.000186,0.000712,0.011459,0.011449,0.011456,0.002728,0.002723,0.011470,0.011470,0.011473,0.011472,0.011446,0.011479,0.011418,1.002916,0.011452,0.011415,0.011417,0.001628,0.001505,0.001628,0.001497,0.001497,0.000703,0.001495,0.002729,0.002839,0.000754,0.000108,0.000116,0.001506,0.002925,0.002714,0.002728,0.001273,0.002018,0.000706,0.000713,0.000715,0.000838,0.000704,0.000704,0.000718,0.000820,0.001072,0.000933,0.000948,0.000816,0.000753,0.000750,0.000741,0.002024,0.001368,0.001356,0.001461,0.000559,0.000559,0.000578,0.000560,0.000559,0.000559,0.000559,0.000559,0.001461,0.001255,0.001366,0.001574,0.001265,0.000623,0.000740,0.000570,0.000570,0.000585,0.000738,0.001317,0.001430,0.001327,0.000928,0.000696,0.000790,0.000703,0.001497
