language,repository,rule,atom_count,max_depth,symbol_ref_count,field_count,operators,operator_counts_json,symbol_refs,fields,rule_json
go,tree-sitter/tree-sitter-go,defer_statement,3,1,1,0,SEQ|STRING|SYMBOL,"{""SEQ"":1,""STRING"":1,""SYMBOL"":1}",_expression,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""defer""},{""type"":""SYMBOL"",""name"":""_expression""}]}"
go,tree-sitter/tree-sitter-go,if_statement,20,5,4,4,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL,"{""BLANK"":2,""CHOICE"":3,""FIELD"":4,""SEQ"":3,""STRING"":3,""SYMBOL"":5}",_expression|_simple_statement|block|if_statement,alternative|condition|consequence|initializer,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""if""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""initializer"",""content"":{""type"":""SYMBOL"",""name"":""_simple_statement""}},{""type"":""STRING"",""value"":"";""}]},{""type"":""BLANK""}]},{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""consequence"",""content"":{""type"":""SYMBOL"",""name"":""block""}},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""else""},{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""block""},{""type"":""SYMBOL"",""name"":""if_statement""}]}}]},{""type"":""BLANK""}]}]}"
go,tree-sitter/tree-sitter-go,for_statement,10,3,4,1,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":2,""FIELD"":1,""SEQ"":1,""STRING"":1,""SYMBOL"":4}",_expression|block|for_clause|range_clause,body,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""for""},{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""SYMBOL"",""name"":""for_clause""},{""type"":""SYMBOL"",""name"":""range_clause""}]},{""type"":""BLANK""}]},{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""block""}}]}"
go,tree-sitter/tree-sitter-go,for_clause,15,3,2,3,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL,"{""BLANK"":3,""CHOICE"":3,""FIELD"":3,""SEQ"":1,""STRING"":2,""SYMBOL"":3}",_expression|_simple_statement,condition|initializer|update,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""initializer"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_simple_statement""},{""type"":""BLANK""}]}},{""type"":""STRING"",""value"":"";""},{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""BLANK""}]}},{""type"":""STRING"",""value"":"";""},{""type"":""FIELD"",""name"":""update"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_simple_statement""},{""type"":""BLANK""}]}}]}"
go,tree-sitter/tree-sitter-go,range_clause,12,4,2,2,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":2,""FIELD"":2,""SEQ"":2,""STRING"":3,""SYMBOL"":2}",_expression|expression_list,left|right,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression_list""}},{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""=""},{""type"":""STRING"",""value"":"":=""}]}]},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""range""},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}"
go,tree-sitter/tree-sitter-go,expression_switch_statement,18,4,4,2,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":2,""CHOICE"":3,""FIELD"":2,""REPEAT"":1,""SEQ"":2,""STRING"":4,""SYMBOL"":4}",_expression|_simple_statement|default_case|expression_case,initializer|value,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""switch""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""initializer"",""content"":{""type"":""SYMBOL"",""name"":""_simple_statement""}},{""type"":""STRING"",""value"":"";""}]},{""type"":""BLANK""}]},{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""BLANK""}]}},{""type"":""STRING"",""value"":""{""},{""type"":""REPEAT"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""expression_case""},{""type"":""SYMBOL"",""name"":""default_case""}]}},{""type"":""STRING"",""value"":""}""}]}"
go,tree-sitter/tree-sitter-go,expression_case,8,2,2,1,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":1,""FIELD"":1,""SEQ"":1,""STRING"":2,""SYMBOL"":2}",expression_list|statement_list,value,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""case""},{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""expression_list""}},{""type"":""STRING"",""value"":"":""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""statement_list""},{""type"":""BLANK""}]}]}"
go,tree-sitter/tree-sitter-go,default_case,6,2,1,0,BLANK|CHOICE|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":1,""SEQ"":1,""STRING"":2,""SYMBOL"":1}",statement_list,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""default""},{""type"":""STRING"",""value"":"":""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""statement_list""},{""type"":""BLANK""}]}]}"
go,tree-sitter/tree-sitter-go,type_switch_statement,9,3,3,0,CHOICE|REPEAT|SEQ|STRING|SYMBOL,"{""CHOICE"":1,""REPEAT"":1,""SEQ"":1,""STRING"":3,""SYMBOL"":3}",_type_switch_header|default_case|type_case,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""switch""},{""type"":""SYMBOL"",""name"":""_type_switch_header""},{""type"":""STRING"",""value"":""{""},{""type"":""REPEAT"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_case""},{""type"":""SYMBOL"",""name"":""default_case""}]}},{""type"":""STRING"",""value"":""}""}]}"
go,tree-sitter/tree-sitter-go,_type_switch_header,19,4,3,3,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL,"{""BLANK"":2,""CHOICE"":2,""FIELD"":3,""SEQ"":3,""STRING"":6,""SYMBOL"":3}",_expression|_simple_statement|expression_list,alias|initializer|value,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""initializer"",""content"":{""type"":""SYMBOL"",""name"":""_simple_statement""}},{""type"":""STRING"",""value"":"";""}]},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""alias"",""content"":{""type"":""SYMBOL"",""name"":""expression_list""}},{""type"":""STRING"",""value"":"":=""}]},{""type"":""BLANK""}]},{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""STRING"",""value"":"".""},{""type"":""STRING"",""value"":""(""},{""type"":""STRING"",""value"":""type""},{""type"":""STRING"",""value"":"")""}]}"
go,tree-sitter/tree-sitter-go,type_case,13,5,2,1,BLANK|CHOICE|FIELD|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":1,""FIELD"":1,""REPEAT"":1,""SEQ"":3,""STRING"":3,""SYMBOL"":3}",_type|statement_list,type,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""case""},{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_type""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""_type""}]}}]}},{""type"":""STRING"",""value"":"":""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""statement_list""},{""type"":""BLANK""}]}]}"
go,tree-sitter/tree-sitter-go,select_statement,8,3,2,0,CHOICE|REPEAT|SEQ|STRING|SYMBOL,"{""CHOICE"":1,""REPEAT"":1,""SEQ"":1,""STRING"":3,""SYMBOL"":2}",communication_case|default_case,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""select""},{""type"":""STRING"",""value"":""{""},{""type"":""REPEAT"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""communication_case""},{""type"":""SYMBOL"",""name"":""default_case""}]}},{""type"":""STRING"",""value"":""}""}]}"
go,tree-sitter/tree-sitter-go,communication_case,10,3,3,1,BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":2,""FIELD"":1,""SEQ"":1,""STRING"":2,""SYMBOL"":3}",receive_statement|send_statement|statement_list,communication,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""case""},{""type"":""FIELD"",""name"":""communication"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""send_statement""},{""type"":""SYMBOL"",""name"":""receive_statement""}]}},{""type"":""STRING"",""value"":"":""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""statement_list""},{""type"":""BLANK""}]}]}"
go,tree-sitter/tree-sitter-go,_expression,27,3,22,0,ALIAS|CHOICE|STRING|SYMBOL,"{""ALIAS"":1,""CHOICE"":2,""STRING"":2,""SYMBOL"":22}",_string_literal|binary_expression|call_expression|composite_literal|false|float_literal|func_literal|identifier|imaginary_literal|index_expression|int_literal|iota|nil|parenthesized_expression|rune_literal|selector_expression|slice_expression|true|type_assertion_expression|type_conversion_expression|type_instantiation_expression|unary_expression,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""unary_expression""},{""type"":""SYMBOL"",""name"":""binary_expression""},{""type"":""SYMBOL"",""name"":""selector_expression""},{""type"":""SYMBOL"",""name"":""index_expression""},{""type"":""SYMBOL"",""name"":""slice_expression""},{""type"":""SYMBOL"",""name"":""call_expression""},{""type"":""SYMBOL"",""name"":""type_assertion_expression""},{""type"":""SYMBOL"",""name"":""type_conversion_expression""},{""type"":""SYMBOL"",""name"":""type_instantiation_expression""},{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""ALIAS"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""new""},{""type"":""STRING"",""value"":""make""}]},""named"":true,""value"":""identifier""},{""type"":""SYMBOL"",""name"":""composite_literal""},{""type"":""SYMBOL"",""name"":""func_literal""},{""type"":""SYMBOL"",""name"":""_string_literal""},{""type"":""SYMBOL"",""name"":""int_literal""},{""type"":""SYMBOL"",""name"":""float_literal""},{""type"":""SYMBOL"",""name"":""imaginary_literal""},{""type"":""SYMBOL"",""name"":""rune_literal""},{""type"":""SYMBOL"",""name"":""nil""},{""type"":""SYMBOL"",""name"":""true""},{""type"":""SYMBOL"",""name"":""false""},{""type"":""SYMBOL"",""name"":""iota""},{""type"":""SYMBOL"",""name"":""parenthesized_expression""}]}"
go,tree-sitter/tree-sitter-go,parenthesized_expression,4,1,1,0,SEQ|STRING|SYMBOL,"{""SEQ"":1,""STRING"":2,""SYMBOL"":1}",_expression,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""(""},{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""STRING"",""value"":"")""}]}"
go,tree-sitter/tree-sitter-go,call_expression,20,6,4,3,ALIAS|BLANK|CHOICE|FIELD|PREC|SEQ|STRING|SYMBOL,"{""ALIAS"":2,""BLANK"":1,""CHOICE"":3,""FIELD"":5,""PREC"":1,""SEQ"":2,""STRING"":2,""SYMBOL"":4}",_expression|argument_list|special_argument_list|type_arguments,arguments|function|type_arguments,"{""type"":""PREC"",""value"":7,""content"":{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""ALIAS"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""new""},{""type"":""STRING"",""value"":""make""}]},""named"":true,""value"":""identifier""}},{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""special_argument_list""},""named"":true,""value"":""argument_list""}}]},{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""type_arguments"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_arguments""},{""type"":""BLANK""}]}},{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""SYMBOL"",""name"":""argument_list""}}]}]}}"
go,tree-sitter/tree-sitter-go,variadic_argument,4,2,1,0,PREC_RIGHT|SEQ|STRING|SYMBOL,"{""PREC_RIGHT"":1,""SEQ"":1,""STRING"":1,""SYMBOL"":1}",_expression,,"{""type"":""PREC_RIGHT"",""value"":0,""content"":{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""STRING"",""value"":""...""}]}}"
go,tree-sitter/tree-sitter-go,special_argument_list,14,5,2,0,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":2,""CHOICE"":2,""REPEAT"":1,""SEQ"":3,""STRING"":4,""SYMBOL"":2}",_expression|_type,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""(""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_type""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""_expression""}]}},{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""BLANK""}]}]},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":"")""}]}"
go,tree-sitter/tree-sitter-go,argument_list,18,6,2,0,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":2,""CHOICE"":4,""REPEAT"":1,""SEQ"":3,""STRING"":4,""SYMBOL"":4}",_expression|variadic_argument,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""(""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""SYMBOL"",""name"":""variadic_argument""}]},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""SYMBOL"",""name"":""variadic_argument""}]}]}},{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""BLANK""}]}]},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":"")""}]}"
go,tree-sitter/tree-sitter-go,selector_expression,7,3,2,2,FIELD|PREC|SEQ|STRING|SYMBOL,"{""FIELD"":2,""PREC"":1,""SEQ"":1,""STRING"":1,""SYMBOL"":2}",_expression|_field_identifier,field|operand,"{""type"":""PREC"",""value"":7,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""operand"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""STRING"",""value"":"".""},{""type"":""FIELD"",""name"":""field"",""content"":{""type"":""SYMBOL"",""name"":""_field_identifier""}}]}}"
go,tree-sitter/tree-sitter-go,index_expression,9,4,1,2,FIELD|PREC|PREC_DYNAMIC|SEQ|STRING|SYMBOL,"{""FIELD"":2,""PREC"":1,""PREC_DYNAMIC"":1,""SEQ"":1,""STRING"":2,""SYMBOL"":2}",_expression,index|operand,"{""type"":""PREC"",""value"":7,""content"":{""type"":""PREC_DYNAMIC"",""value"":1,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""operand"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""STRING"",""value"":""[""},{""type"":""FIELD"",""name"":""index"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""STRING"",""value"":""]""}]}}}"
go,tree-sitter/tree-sitter-go,slice_expression,28,6,1,4,BLANK|CHOICE|FIELD|PREC|SEQ|STRING|SYMBOL,"{""BLANK"":3,""CHOICE"":4,""FIELD"":6,""PREC"":1,""SEQ"":3,""STRING"":5,""SYMBOL"":6}",_expression,capacity|end|operand|start,"{""type"":""PREC"",""value"":7,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""operand"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""STRING"",""value"":""[""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""start"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""BLANK""}]}},{""type"":""STRING"",""value"":"":""},{""type"":""FIELD"",""name"":""end"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""BLANK""}]}}]},{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""start"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""BLANK""}]}},{""type"":""STRING"",""value"":"":""},{""type"":""FIELD"",""name"":""end"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""STRING"",""value"":"":""},{""type"":""FIELD"",""name"":""capacity"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}]},{""type"":""STRING"",""value"":""]""}]}}"
go,tree-sitter/tree-sitter-go,type_assertion_expression,9,3,2,2,FIELD|PREC|SEQ|STRING|SYMBOL,"{""FIELD"":2,""PREC"":1,""SEQ"":1,""STRING"":3,""SYMBOL"":2}",_expression|_type,operand|type,"{""type"":""PREC"",""value"":7,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""operand"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""STRING"",""value"":"".""},{""type"":""STRING"",""value"":""(""},{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_type""}},{""type"":""STRING"",""value"":"")""}]}}"
go,tree-sitter/tree-sitter-go,type_conversion_expression,11,3,2,2,BLANK|CHOICE|FIELD|PREC_DYNAMIC|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":1,""FIELD"":2,""PREC_DYNAMIC"":1,""SEQ"":1,""STRING"":3,""SYMBOL"":2}",_expression|_type,operand|type,"{""type"":""PREC_DYNAMIC"",""value"":-1,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_type""}},{""type"":""STRING"",""value"":""(""},{""type"":""FIELD"",""name"":""operand"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":"")""}]}}"
go,tree-sitter/tree-sitter-go,type_instantiation_expression,15,5,1,1,BLANK|CHOICE|FIELD|PREC_DYNAMIC|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":1,""CHOICE"":1,""FIELD"":1,""PREC_DYNAMIC"":1,""REPEAT"":1,""SEQ"":3,""STRING"":4,""SYMBOL"":3}",_type,type,"{""type"":""PREC_DYNAMIC"",""value"":-1,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_type""}},{""type"":""STRING"",""value"":""[""},{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_type""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""_type""}]}}]},{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""]""}]}}"
go,tree-sitter/tree-sitter-go,composite_literal,14,4,9,2,CHOICE|FIELD|PREC|SEQ|SYMBOL,"{""CHOICE"":1,""FIELD"":2,""PREC"":1,""SEQ"":1,""SYMBOL"":9}",_type_identifier|array_type|generic_type|implicit_length_array_type|literal_value|map_type|qualified_type|slice_type|struct_type,body|type,"{""type"":""PREC"",""value"":-1,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""map_type""},{""type"":""SYMBOL"",""name"":""slice_type""},{""type"":""SYMBOL"",""name"":""array_type""},{""type"":""SYMBOL"",""name"":""implicit_length_array_type""},{""type"":""SYMBOL"",""name"":""struct_type""},{""type"":""SYMBOL"",""name"":""_type_identifier""},{""type"":""SYMBOL"",""name"":""generic_type""},{""type"":""SYMBOL"",""name"":""qualified_type""}]}},{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""literal_value""}}]}}"
go,tree-sitter/tree-sitter-go,literal_value,21,8,2,0,BLANK|CHOICE|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":3,""CHOICE"":5,""REPEAT"":1,""SEQ"":4,""STRING"":4,""SYMBOL"":4}",keyed_element|literal_element,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""{""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""literal_element""},{""type"":""SYMBOL"",""name"":""keyed_element""}]},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""literal_element""},{""type"":""SYMBOL"",""name"":""keyed_element""}]}]}}]},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""BLANK""}]}]},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""}""}]}"
go,tree-sitter/tree-sitter-go,literal_element,3,1,2,0,CHOICE|SYMBOL,"{""CHOICE"":1,""SYMBOL"":2}",_expression|literal_value,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""SYMBOL"",""name"":""literal_value""}]}"
