language_rule,ALIAS,BLANK,CHOICE,FIELD,IMMEDIATE_TOKEN,PATTERN,PREC,PREC_DYNAMIC,PREC_LEFT,PREC_RIGHT,REPEAT,REPEAT1,SEQ,STRING,SYMBOL,TOKEN
nim:tuple_deconstruct_declaration,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
nim:tuple_type,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1
nim:type_declaration,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
nim:type_expression,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:type_section,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1
nim:type_symbol_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
nim:typeof,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1
nim:using_section,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:var_section,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
nim:var_type,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1
nim:variable_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
nim:variant_declaration,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:variant_discriminator_declaration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:when,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1
nim:while,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1
nim:yield_statement,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1
python:_as_pattern,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
python:_collection_elements,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
python:_compound_statement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
python:_comprehension_clauses,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
python:_expression_within_for_in_clause,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
python:_expressions,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
python:_f_expression,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
python:_import_list,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
python:_is_not,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
python:_key_value_pattern,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
python:_left_hand_side,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
python:_list_pattern,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
python:_match_block,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
python:_named_expression_lhs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
python:_not_escape_sequence,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
python:_not_in,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
python:_parameters,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
python:_patterns,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
python:_right_hand_side,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
python:_simple_pattern,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0
python:_simple_statement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
python:_simple_statements,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
python:_statement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
python:_suite,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
python:_tuple_pattern,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
python:aliased_import,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
python:argument_list,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
python:as_pattern,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
python:assert_statement,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
python:assignment,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
python:attribute,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
python:augmented_assignment,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
python:await,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
python:binary_operator,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0
python:block,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
python:boolean_operator,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
python:break_statement,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
python:call,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
python:case_clause,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
python:case_pattern,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
python:chevron,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
python:class_definition,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
python:class_pattern,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
python:comment,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
python:comparison_operator,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0
python:complex_pattern,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0
python:concatenated_string,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
python:conditional_expression,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
python:constrained_type,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
python:continue_statement,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
python:decorated_definition,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
python:decorator,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
python:default_parameter,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
python:delete_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
python:dict_pattern,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
python:dictionary,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
python:dictionary_comprehension,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
python:dictionary_splat,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
python:dictionary_splat_pattern,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
python:dotted_name,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
python:elif_clause,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
python:ellipsis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
python:else_clause,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
python:escape_sequence,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0
python:except_clause,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1
python:exec_statement,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
python:expression,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
python:expression_list,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0
python:expression_statement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
python:false,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
python:finally_clause,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
python:float,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1
python:for_in_clause,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0
python:for_statement,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
python:format_specifier,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1
python:function_definition,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
python:future_import_statement,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
python:generator_expression,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
python:generic_type,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
python:global_statement,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
python:identifier,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
python:if_clause,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
python:if_statement,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
python:import_from_statement,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
python:import_prefix,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
python:import_statement,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
python:integer,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1
python:interpolation,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
python:keyword_argument,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
python:keyword_identifier,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
python:keyword_pattern,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
python:keyword_separator,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
python:lambda,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
python:lambda_parameters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
python:lambda_within_for_in_clause,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
python:line_continuation,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
python:list,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
python:list_comprehension,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
python:list_pattern,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
python:list_splat,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
python:list_splat_pattern,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
python:match_statement,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
python:member_type,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
python:module,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
python:named_expression,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
python:none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
python:nonlocal_statement,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
python:not_operator,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
python:pair,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
python:parameter,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
python:parameters,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
python:parenthesized_expression,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
python:parenthesized_list_splat,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
python:pass_statement,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
python:pattern,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
python:pattern_list,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
python:positional_separator,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
python:primary_expression,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
python:print_statement,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0
python:raise_statement,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
python:relative_import,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
python:return_statement,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
python:set,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
python:set_comprehension,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
python:slice,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
python:splat_pattern,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
python:splat_type,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
python:string,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
python:string_content,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
python:subscript,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0
python:true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
python:try_statement,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
python:tuple,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
python:tuple_expression,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
python:tuple_pattern,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
python:type,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
python:type_alias_statement,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
python:type_conversion,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
python:type_parameter,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
python:typed_default_parameter,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
python:typed_parameter,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
python:unary_operator,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
python:union_pattern,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
python:union_type,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
python:while_statement,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
python:wildcard_import,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
python:with_clause,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
python:with_item,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
python:with_statement,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
python:yield,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
r:_argument_name_string_or_identifier_or_null,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
r:_argument_named,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
r:_argument_unnamed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
r:_argument_value,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
r:_close_brace,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
r:_close_bracket,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
r:_close_bracket2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
r:_close_parenthesis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
r:_double_quoted_string,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
r:_double_quoted_string_content,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
r:_else,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
r:_expression,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
r:_float_literal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
r:_hex_literal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
r:_identifier,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
r:_number_literal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
r:_open_brace,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
r:_open_bracket,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
r:_open_bracket2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
r:_open_parenthesis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
r:_parameter_name,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
r:_parameter_with_default,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
r:_parameter_without_default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
r:_raw_string,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
r:_single_quoted_string,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
r:_single_quoted_string_content,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
r:_string_or_identifier,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
r:argument,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
r:binary_operator,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0
r:braced_expression,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
r:break,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
r:call,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
r:call_arguments,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0
r:comma,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
r:comment,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1
r:complex,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
r:dot_dot_i,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
r:dots,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
r:escape_sequence,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0
r:extract_operator,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0
r:false,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
r:float,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
r:for_statement,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0
r:function_definition,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0
r:identifier,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
r:if_statement,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0
r:inf,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
r:integer,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
r:na,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
r:namespace_operator,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
r:nan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
r:next,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
r:null,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
r:parameter,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
r:parameters,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0
r:parenthesized_expression,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
r:program,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
r:repeat_statement,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0
r:string,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
r:subset,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
r:subset2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
r:subset2_arguments,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0
r:subset_arguments,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0
r:true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
r:unary_operator,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0
r:while_statement,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0
rust:_block_doc_comment_marker,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
rust:_condition,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
rust:_declaration_statement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
rust:_delim_tokens,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
rust:_expression,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
rust:_expression_ending_with_block,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
rust:_expression_except_range,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
rust:_field_identifier,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rust:_inner_line_doc_comment_marker,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
rust:_let_chain,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
rust:_line_doc_comment_marker,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
rust:_literal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
rust:_literal_pattern,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
rust:_non_delim_token,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
rust:_non_special_token,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
rust:_outer_line_doc_comment_marker,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
rust:_path,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
rust:_pattern,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
rust:_reserved_identifier,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
rust:_statement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
rust:_token_pattern,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
rust:_tokens,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
rust:_type,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
rust:_type_identifier,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rust:_use_clause,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
rust:abstract_type,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
rust:arguments,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:array_expression,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
rust:array_type,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:assignment_expression,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
rust:associated_type,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:async_block,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:attribute,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:attribute_item,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:await_expression,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
rust:base_field_initializer,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:binary_expression,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
rust:block,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:block_comment,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:boolean_literal,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
rust:bounded_type,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
rust:bracketed_type,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:break_expression,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
rust:call_expression,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
rust:captured_pattern,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:char_literal,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1
rust:closure_expression,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
rust:closure_parameters,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:comment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
rust:compound_assignment_expr,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
rust:const_block,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:const_item,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:const_parameter,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:continue_expression,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
rust:crate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rust:declaration_list,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:delim_token_tree,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:dynamic_type,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:else_clause,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:empty_statement,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rust:enum_item,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:enum_variant,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:enum_variant_list,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:escape_sequence,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0
rust:expression_statement,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
rust:extern_crate_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:extern_modifier,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:field_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:field_declaration_list,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:field_expression,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
rust:field_initializer,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0
rust:field_initializer_list,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:field_pattern,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:for_expression,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:for_lifetimes,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:foreign_mod_item,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:fragment_specifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
rust:function_item,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:function_modifiers,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
rust:function_signature_item,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:function_type,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
rust:gen_block,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:generic_function,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
rust:generic_pattern,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:generic_type,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
rust:generic_type_with_turbofish,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:higher_ranked_trait_bound,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:identifier,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rust:if_expression,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
rust:impl_item,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:index_expression,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
rust:inner_attribute_item,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:integer_literal,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1
rust:label,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
rust:last_match_arm,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
rust:let_condition,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
rust:let_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:lifetime,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
rust:lifetime_parameter,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0
rust:line_comment,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0
rust:loop_expression,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:macro_definition,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
rust:macro_invocation,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:macro_rule,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:match_arm,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0
rust:match_block,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
rust:match_expression,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:match_pattern,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:metavariable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rust:mod_item,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
rust:mut_pattern,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
rust:mutable_specifier,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
